@English@|@Finnish@
@toss@|@heittää menemään, syöttää@
@toss a coin@|@heittää lanttia@
@toss away@|@heittää menemään@
@toss off@|@kulauttaa, kulauttaa kurkkuunsa@
@toss out@|@heittää menemään@
@tot@|@laskea yhteen, ynnätä@
@tot up@|@laskea yhteen, ynnätä@
@total@|@koko, kokonais-, kokonaismäärä, kokonaissumma, laskea yhteen, loppusumma, summa, tehdä yhteensä, täys-, täysi, yhteenlaskettu, ynnätä@
@totality@|@summa, täydellisyys@
@totally@|@aivan, kerrassaan, kokonaan, tykkänään, tyystin, täydellisesti, täysin, vallan@
@tote@|@kantaa, kantamus, kuljettaa, raahata@
@tote up@|@laskea yhteen, ynnätä@
@touch@|@-sta, -stä, hiven, häive, häivähdys, kajota, koskea, koskettaa, kosketus, kuulua, käpistellä, liittyä, olla verrattavissa, rahtunen, retusoida, vetää vertoja@
@touch down@|@laskeutua@
@touch gently@|@hivellä@
@touch lightly@|@hipaista@
@touch on@|@-sta, -stä, korjata, koskea, koskettaa, kuulua, liittyä@
@touch slightly@|@kajota@
@touch up@|@retusoida@
@touch upon@|@kajota@
@touchable@|@aineellinen@
@touched@|@koskeneet, koskenut, koski, koskivat@
@touching@|@hellyyttävä, herkkä, kajoaminen, sykähdyttävä@
@touchstone@|@koetinkivi@
@touchy@|@arka, herkkä@
@tough@|@karski, kova, roisto, roteva, sinnikäs, sisukas, sitkeä, työläs@
@tough luck@|@epäonni@
@toughie@|@roisto@
@toughness@|@kestävyys, kovuus@
@tour@|@kierros, kiertoajelu, kulkea, matkailla, matkata, matkustaa, reissata@
@tour de force@|@taidonnäyte@
@tourism@|@matkailu, turismi@
@tourist@|@matkaaja, matkailija, matkalainen, turisti@
@tournament@|@turnaus@
@tourniquet@|@kiristysside@
@tousle@|@sotkea@
@tout@|@kerskailla@
@tow@|@hinata, laahata@
@tow car@|@hinausauto@
@tow truck@|@hinausauto@
@toward@|@kohti, suuntaan@
@towards@|@kohti@
@towboat@|@hinaaja@
@towel@|@pyyhe@
@tower@|@hinaaja, näyttää valtavalta, torni@
@towering@|@korkea@
@town@|@kaupunki, kylä@
@town hall@|@raatihuone@
@township@|@kunta@
@townsman@|@kaupunkilainen@
@townspeople@|@kyläläiset@
@toxic@|@myrkyllinen@
@toy@|@hypistellä, leikitellä, leikkikalu, leikkiä, lelu, näpelöidä@
@toy torpedo@|@koiranpommi@
@toy with@|@leikitellä@
@TP@|@kaukokirjoitin@
@TPR@|@kaukokirjoitin@
@trace@|@häive, häivä, häivähdys, jäljittää, jälki, koluta, rahtunen, tähyillä, ura, vana@
@trace element@|@hivenaine@
@trachea@|@henkitorvi, kurkkutorvi@
@tracing@|@jäljitys@
@track@|@ajo, jahdata, johtolanka, jäljittää, jälki, kappale, kisko, latu, polku, raita, rata, ratakisko, reitti, ura@
@track down@|@jahdata, metsästää, vainuta@
@track racing@|@rata-ajo@
@track record@|@ansiolista@
@track rod@|@raidetanko@
@tracking@|@ajo@
@tract@|@alue, elimistö, kirjoitus, lehtikirjoitus, seutu, tienoo@
@tractable@|@sopuisa@
@tractor@|@traktori@
@tractus@|@rata, reitti@
@trade@|@ala, ammatti, ammattikunta, kaupankäynti, kaupata, kauppa, kauppa, myydä, tehdä kauppaa, vaihtaa@
@trade deal@|@kauppasopimus@
@trade goods@|@kauppatavara@
@trade mark@|@tavaramerkki@
@trade unionist@|@ammattiliiton jäsen, liiton jäsen@
@traded@|@myi, myivät, myyneet, myyty@
@trademark@|@tavaramerkki@
@trader@|@kauppias, myyjä@
@trading@|@kaupankäynti, kauppa-, liiketoiminta, vaihtaminen@
@tradition@|@perinne@
@traditional@|@perinteellinen, perinteinen@
@traditional Finnish easter dish@|@mämmi@
@traditional poem@|@kansanruno@
@traditionally@|@perinteisesti@
@traduce@|@panetella, parjata@
@traffic@|@liikenne@
@traffic circle@|@liikenneympyrä@
@traffic jam@|@ruuhka@
@traffic violation@|@liikennerike@
@trafficable@|@kulkukelpoinen@
@trafficlights@|@liikennevalot@
@tragedy@|@murhenäytelmä, suuronnettomuus, traagisuus, tragedia, tragiikka@
@tragic@|@hirmuinen, traaginen@
@trail@|@jahdata, johtolanka, jälki, jäädä jälkeen, ketju, kiskoa, laahata, latu, polku, raahata, roikkua, roikkua perässä, tulla jäljessä, tulla perässä, ura, vana, viistää@
@trail along the ground@|@viistää maata@
@trailblazer@|@uranuurtaja@
@trailblazing@|@uraauurtava@
@trailer@|@perävaunu, traileri@
@train@|@harjoitella, jono, juna, ketju, koulia, kouluttaa, kulkue, matkustaa junalla, opettaa, opettaa tavoille, raahata, saattue, sihdata, suunnata, treenata, tähdätä, vankkurijono, vetää, viistää maata@
@train dispatcher@|@junanlähettäjä, junansuorittaja@
@train ferry@|@junalautta@
@train station@|@juna-asema, rautatieasema@
@train trip@|@junamatka@
@trained@|@harjaannutettu, harjaantunut, harjoitettu, kouliintunut, koulutettu@
@trainee@|@harjoittelija, oppilas@
@trainer@|@valmentaja@
@training@|@harjoittelu, koulutus, treenaus@
@training hall@|@harjoitussali@
@traipse@|@tallustaa, tallustella, talsia@
@trait@|@luonteenomaisuus, luonteenpiirre, ominaisuus, piirre@
@traitor@|@luopio, petturi, pettäjä@
@traitorous@|@kavala@
@trajectory@|@lentorata, rata@
@tram@|@raitiovaunu, spora (slang)@
@tramcar@|@raitiovaunu@
@trammel@|@ansastaa@
@tramp@|@harhailla, irtolainen, kiertolainen, kuljeksia, kulkuri, rämpiä, taivaltaa, tallustaa, tallustella, tarpoa@
@trample@|@sortaa, tallata, talloa, tallustaa, tallustella, talsia, tampata@
@trance@|@hurmos, loitsu, taika, transsi@
@tranquil@|@rauhallinen, seesteinen, seestynyt, tyyni@
@tranquility@|@rauhallisuus, tyyneys@
@tranquilize@|@hiljentää@
@tranquillise@|@hiljentää@
@transact business@|@asioida@
@transacted business@|@asioi, asioivat@
@transaction@|@liiketoimi, tilitapahtuma, toimi@
@transactions@|@julkaisu, liiketoiminta@
@transatlantic@|@Atlantin, Atlantin takainen, atlantintakainen, transatlanttinen@
@transcend@|@ylittää@
@transcendental@|@yliaistillinen@
@transcriber@|@kääntäjä, sovittaja@
@transcript@|@jäljenne, kirjoitus, kopio@
@transcription@|@jäljenne, kirjoitus, kopio, nauhoite, äänite, äänittäminen, äänitys@
@transeuropean@|@Euroopan laajuinen@
@transfer@|@kuljettaa, kuljettaminen, kuljetus, luovuttaa, siirto, siirtyä, siirtäminen, siirtää@
@transferable@|@siirrettävä, siirtyvä, vaihdettava@
@transferrable@|@siirrettävä, siirtyvä, vaihdettava@
@transferral@|@kuljettaminen, kuljetus, siirtäminen@
@transfix@|@kiehtoa@
@transform@|@muokata, muunnella, muuntaa@
@transformation@|@muunnos@
@transformer@|@muuntaja@
@transfuse@|@kaataa@
@transgress@|@rikkoa, ylittää raja@
@transgression@|@synti@
@transgressor@|@konna@
@transient@|@hetkellinen, ohimenevä@
@transit@|@kauttakulku, kuljetusjärjestelmä, kulkea läpi, laivamatka, läpikulku@
@transit time@|@ylitysaika@
@transition@|@muutos, siirtyminen, siirtymä@
@transitory@|@hetkellinen, ohimenevä@
@translate@|@kääntää@
@translate into Finnish@|@suomentaa@
@translate into French@|@ranskantaa@
@translate into German@|@saksantaa@
@translated@|@käännetty@
@translating program@|@kääntäjä@
@translation@|@käännös, muunnos, siirros, siirtymä@
@translator@|@kielenkääntäjä, kääntäjä, suomentaja, tulkki@
@transmission@|@lähetys, siirto, tartunta@
@transmission signal@|@lähetyssignaali@
@transmit@|@johtaa, kantaa, kuljettaa, luovuttaa, lähettää, tartuttaa, viestittää, välittää@
@transmitted@|@kannettu, kantoi, kantoivat@
@transmitter@|@lähetin, lähettäjä@
@transmutation@|@muunnos@
@transnational@|@monikansallinen@
@transparency@|@dia@
@transparent@|@kirkas, kuulas, läpikuultava, läpinäkyvä@
@transpire@|@hikoilla, hiota, ilmetä@
@transplant@|@koulia, siirtää@
@transport@|@ajo, hurmata, kuljettaa, lumota, noitua@
@transportation@|@kuljettaminen, kuljetus, kuljetusjärjestelmä, siirtäminen@
@transportation system@|@kuljetusjärjestelmä@
@transpose@|@olla vaihdannainen, siirtää, vaihtaa järjestystä, vaihtaa keskenään, vaihtaa paikkoja@
@transverse plane@|@vaakataso@
@trap@|@ansa, ansastaa, loukku, paula, vipu@
@trapping@|@pyynti@
@trapping season@|@pyyntiaika@
@trash@|@haaskata, heittää menemään, hylkyjoukko, hölynpöly, roska, roskaväki, turmella@
@trash bin@|@roskakori, roskalaatikko@
@trash can@|@roskalaatikko@
@trashy@|@räikeä@
@trauma@|@vamma@
@travail@|@aherrus, ahertaminen, huhkia, puurtaa, raataa, vaiva@
@travel@|@kulkea, kulku, matka-, matkailla, matkailu, matkata, matkustaa, matkustus, reissata@
@travel (e.g. of fame or sound)@|@kiiriä@
@travel allowance@|@matkaraha@
@travel around@|@kiertää@
@travel back and forth@|@liikkua edestakaisin@
@travel by@|@kulkea ohi, mennä ohi, ohittaa@
@travel guide@|@matkaopas@
@travel guidebook@|@matkaopas@
@travel on foot@|@taivaltaa@
@travel plan@|@kulkureitti, matkareitti@
@travel time@|@matka-aika@
@traveled@|@kulki, kulkivat@
@traveler@|@matkaaja, matkailija, matkalainen, matkamies, matkustaja@
@travelers' check@|@matkashekki@
@traveling bag@|@matkalaukku@
@travelled@|@kulki, kulkivat@
@traveller@|@matkaaja, matkailija, matkalainen, matkamies, matkustaja@
@traveller's cheque@|@matkashekki@
@travelling@|@matkailu, matkustus@
@traverse@|@halki, kulkea, läpi@
@tray@|@tarjotin@
@treacherous@|@katala, kavala, luihu@
@treachery@|@petos@
@treacly@|@äitelä@
@tread@|@askel, askelma, astella, astua, kulkea, kulutuspinta, käynti, tallata, talloa, tampata, vääntää kaarelle@
@treason@|@petos@
@treasure@|@aarre, arvostaa, helliä, vaalia@
@treasure chest@|@aarrearkku@
@treasure house@|@aarreaitta@
@treasure island@|@aarresaari@
@treasured@|@armas, rakas@
@treasure-hunter@|@aarteenetsijä, aarteenmetsästäjä@
@treasurer@|@rahastonhoitaja, rahavarainhoitaja, varainhoitaja@
@treasure-seeker@|@aarteenetsijä@
@treasury@|@aarrekammio@
@treat@|@herkku, hoitaa, kertoa, kestitä, kirjoittaa, kohdella, kustantaa, käsitellä, neuvotella, palkita, parantaa, pitää jonakin@
@treat badly@|@kohdella huonosti, kohdella kaltoin@
@treat ill@|@pidellä pahoin@
@treat roughly@|@repostella@
@treat with hands@|@käsitellä@
@treated@|@käsitelty@
@treatise@|@kirjoitus, tutkielma@
@treatment@|@hoito, keskustelu, kohtelu, käsittely@
@treatment of out-patients@|@avohoito@
@treaty@|@liitto, sopimus, valtiosopimus@
@treble clef@|@G-avain@
@treble control@|@diskanttisäädin@
@tree@|@puu@
@tree lichen@|@naava@
@tree pipit@|@metsäkirvinen@
@tree stand@|@puusto@
@tree trunk@|@puunrunko@
@treetop@|@latva, latvus@
@trek@|@tarpoa, vaellus@
@tremble@|@hytinä, hytistä, puistella, sätkiä, tutista, vapista, vavista@
@trembling@|@hytinä, tutina, tutiseva, tärinä, tärisevä, värisevä@
@tremendous@|@avara, hirmuinen, huikea, hurja, ihmeellinen, iso, mahtava, suunnaton@
@tremendously@|@suunnattoman, ylen, äärimmäisen@
@trench@|@ampumahauta, juoksuhauta, kaivanto, oja, ojittaa, syvänne, vako@
@trenchant@|@kirpeä@
@trenched swamp@|@ojikko@
@trend@|@kääntää, suuntaus, tehdä äkkikäännös, trendi@
@trendy@|@moderni, muodikas, muotitietoinen, trendikäs@
@trepak@|@ripaska@
@trepan@|@pora@
@trepanation@|@poraus@
@trespass@|@kajoaminen, kajota, ylittää raja@
@tress@|@palmikko@
@tressle@|@alusta@
@trestle@|@pukki@
@triad@|@kolmikko@
@trial@|@ahdinko, koe, koeaika, koestus, koetinkivi, koettelemus, koetus, koitos, kokeellinen, kokeilu, käräjöinti, oikeudenkäynti, tarkastus, tutkimus, vastoinkäyminen@
@trial run@|@koeaika@
@triangle@|@kolmio@
@triangular@|@kolmikulmainen, kolmiomainen@
@triangular configuration@|@kolmiosijainti@
@triangular file@|@kolmikulmaviila@
@triangular wave@|@kolmioaalto@
@tribal@|@heimo-@
@tribal chief@|@heimopäällikkö@
@tribal feud@|@heimoriita@
@tribal war@|@heimosota@
@tribe@|@heimo, suku@
@tribulation@|@ahdinko, koettelemus, kärsimys, vastoinkäyminen@
@tribunal@|@tribunaali, tuomaristo, tuomioistuin@
@tributary@|@haara, osallinen@
@tribute@|@vero, ylistys@
@trice@|@silmänräpäys@
@trick@|@ilve, jekku, jippo, juju, keino, kepponen, kikka, koirankuje, koiruus, kolttonen, konsti, metku, narrata, niksi, poppakonsti, taikatemppu, temppu, tepponen, tikki, trikki, vehkeily, viilata linssiin@
@trickery@|@juoni@
@trickier@|@konstikkaampi@
@trickle@|@herua, kihota, noro, norua, pisaroida, pursuta, tihkua, vuotaa@
@trickle out@|@tihkua@
@trickster@|@ilveilijä@
@tricky@|@juonikas, kiperä@
@tried@|@yritti@
@trifle@|@hukata aikaa, laiskotella, maleksia, mitättömyys, pikkuasia, pikkuseikka, vähäpätöisyys, yhdentekevyys@
@trifling@|@joutava, joutavanpäiväinen, merkityksetön, mitätön, turhanpäiväinen, tyhjänpäiväinen, vähäpätöinen, yhdentekevä@
@trig@|@sievä, sorea@
@trigger@|@laukaisin, laukaista, liipaisin, liipasin@
@trigger finger@|@liipasinsormi@
@trigger-happy@|@kiihkoisa@
@triggering@|@liipaisu@
@trill@|@liverre@
@trillion (Am)@|@biljoona@
@trillion (Br)@|@triljoona@
@trilogy@|@trilogia@
@trim@|@kohentaa, koristaa, oksia, oksiminen, pienentää, siisti, siistiä, somistaa, sorea, syrjätä, särmätä, viehättävä@
@trim back@|@pienentää@
@trim down@|@pienentää@
@trimmed@|@viritetty@
@trimming@|@oksiminen, reunus@
@trinity@|@kolmikko@
@trinket@|@hely, helyt, hepenet, rimpsut@
@trio@|@kolmikko@
@trip@|@kompastua, liukastuminen, matka, reissu, retki@
@trip over@|@keikahtaa@
@trip the light fantastic@|@tanssia@
@tripe@|@hölynpöly, sisälmykset, vatsa@
@triple@|@kolmois-@
@tripping@|@erehtyvä@
@trite@|@ajansyömä, arkinen, arkipäiväinen, ikävä, kulunut, käytöstä kulunut@
@triumph@|@kukistaa, olla riemuissaan, ratketa riemusta, riemuita, riemuvoitto, voittaminen, voitto@
@trivia@|@mitättömyys, vähäpätöisyys, yhdentekevyys@
@trivial@|@itsestään selvä, joutava, joutavanpäiväinen, kiinnostamaton, merkityksetön, mitätön, mitäänsanomaton, pintapuolinen, triviaali, turha, turhanpäiväinen, tyhjänpäiväinen, tylsä, tympäisevä, vähäpätöinen, ylimalkainen@
@triviality@|@mitättömyys, vähäpätöisyys, yhdentekevyys@
@troll@|@peikko@
@trolley@|@käsirattaat, raitiovaunu@
@trolley car@|@raitiovaunu@
@trollop@|@huora@
@troop@|@eskadroona, joukko, joukko, joukkue, kulkea, lauma, lippukunta, marssia, sotajoukko@
@trooper@|@ratsumies@
@troops@|@joukot, voimat@
@trope@|@kielikuva@
@trophy@|@palkinto, pytty, sotasaalis, voitonmerkki@
@tropic@|@trooppinen@
@tropical@|@trooppinen@
@tropical rain forest@|@aarniometsä@
@tropics@|@tropiikki@
@trot@|@astella, hölkkä, hölkkääminen, hölkätä, laukata, lönkyttää, löntystää, saapastella, tallustaa, tallustella, talsia@
@troth@|@kihlaus@
@trotter@|@juoksija@
@trouble@|@ahdinko, haitta, harmittaa, häiritä, hätä, katkos, ongelma, pula, satuttaa, vaiva, vaivata, vastoinkäyminen@
@troublesome@|@ikävä, työläs, vaivalloinen@
@troubling@|@ahdistava, huolestuttava, häiritsevä, vaivaava@
@trough@|@aallonpohja, allas, kaukalo, kouru, purtilo, syöttökaukalo, uoma, ura@
@trough of a wave@|@aallonpohja@
@trounce@|@läksyttää, piestä@
@troupe@|@joukkio@
@trouser@|@lahje@
@trouser bottom@|@lahje@
@trouser leg@|@lahje@
@trousers@|@byysat (slang), housut@
@trousseau@|@kapiot@
@trout@|@taimen@
@truce@|@tulitauko@
@truck@|@kuorma-auto, kuormuri, rekka@
@truckle@|@alistua, nöyristellä@
@truculent@|@hurja@
@trudge@|@kulku, raahustaa, rämpiä, taivaltaa, tallustaa, tallustella, talsia, tarpoa, tarpoa (lumessa)@
@true@|@aito, aitoa, mukainen, paikkansa pitävä, paikkansapitävä, teeskentelemätön, tosi, tosi-, tosin, totta, totuudellinen, uskollinen, varsinainen@
@true world@|@todellisuus@
@truehearted@|@uskollinen@
@truly@|@aidosti, oikeasti, todella, totisesti@
@trump@|@pärähtää, päräyttää, saada parempi, toitottaa, valtti, valttikortti@
@trump card@|@valtti, valttikortti@
@trump out@|@toitottaa@
@trumpery@|@hölynpöly@
@trumpet@|@torvi, trumpetti@
@truncheen@|@patukka@
@truncheon@|@nuija, pamppu, patukka@
@trundle@|@vieriä@
@trunk@|@kärsä, matkalaukku, puunrunko, runko, tavarasäiliö, torso, vartalon keskiosa@
@trust@|@kartelli, luottaa, luottamus, toivoa, turvata, usko, uskoa, uskoa@
@trust in@|@turvata@
@trust me@|@usko pois@
@trusted@|@uskottu@
@trustee@|@luottamushenkilö, luottamusmies, toimitsija, uskottu@
@trustees@|@johtokunta@
@trusting@|@naivi@
@trustworthiness@|@kate@
@trustworthy@|@luotettava, uskollinen@
@trusty@|@luotettava, uskollinen@
@truth@|@totuus@
@truthful@|@luotettava, paikkansa pitävä, paikkansapitävä, todenmukainen, tosi, totuudellinen@
@try@|@koetella, koettaa, kokeilla, tavoitella, yrittää, yritys@
@try one's best@|@panostaa@
@try out@|@koestaa, kokeilla@
@try to convince someone@|@uskotella@
@try to ingratiate oneself with@|@mielistellä@
@trying@|@vaivalloinen@
@tryout@|@koeaika@
@try-out@|@kokeilu@
@tryst@|@treffit, tärskyt@
@tsar@|@tsaari@
@tsunami@|@hyökyaalto@
@tub@|@allas, amme, kaukalo, pytty, rasia, saavi, sammio, säiliö, tiinu@
@tuba@|@torvi, tuuba@
@tube@|@hormi, johto, pilli, putki, torvi, tuubi@
@tubenoses@|@ulappalinnut@
@tuber@|@mukula@
@tubercle@|@nystyrä@
@tubular@|@pillimäinen, torvimainen@
@tuck@|@kuroa, laskos, laskostaa, poimu, poimuttaa, survoa, työntää@
@tuck in@|@into, popsia@
@Tuesday@|@tiistai@
@tuft@|@nukka@
@tufted duck@|@tukkasotka@
@tug@|@hilata, hinaaja, hinata, kiskoa, nykiä, nykäistä, nykäisy, ponnistella, raahata, riuhtaista, riuhtaisu, riuhtoa, temmata, vetäistä, vetäisy, vetää@
@tugboat@|@hinaaja@
@tugged@|@vedetty, veti, vetivät@
@tuition@|@yksityisopetus@
@tulip@|@tulppaani@
@tumble@|@hajota, kaataa, kaatua, kaatuminen, keikahtaa, kellistyä, kupsahtaa, laota, lennellä, lennellä ympäriinsä, luhistua, romahtaa, romuttua, syöksyä, syöstä, tajuta, voimistella@
@tumble down@|@luhistua, sortua, suistua@
@tumble to@|@hoksata@
@tumbledown@|@ränsistynyt@
@tumbler@|@tuoppi@
@tumefaction@|@pöhö@
@tumefy@|@pöhöttyä, turvota@
@tumesce@|@pöhöttyä@
@tumescent@|@pöhöttynyt, turvonnut@
@tumid@|@pöhöttynyt, turvonnut@
@tumidity@|@pöhötys@
@tummy@|@vatsa@
@tumor@|@kasvain@
@tumour@|@kasvain@
@tumult@|@hälinä, hälistä, mellakka, myllerrys, sekasorto@
@tundra@|@aro@
@tundra swan@|@pikkujoutsen@
@tundra vole@|@lapinmyyrä@
@tune@|@sävelmä, säädellä, säätää, vire, virittää@
@tune in@|@virittää@
@tuned@|@vireessä, viritetty, virittynyt@
@tuner@|@säädin, viritin@
@tungsten@|@volframi@
@tunnel@|@tunneli@
@turbulence@|@pyörre@
@turbulent@|@hurja@
@turd@|@kikkare, paska, pökäle@
@tureen@|@liemikulho@
@turf@|@nurmi@
@turf out@|@häätää@
@turgid@|@pöhöttynyt, turvonnut@
@turk@|@rasavilli@
@turkey@|@kalkkuna@
@Turkey@|@turkki@
@Turkish@|@turkkilainen@
@turmoil@|@hälinä, hälinä, hässäkkä, levottomuus, melske, myllerrys, sekamelska, sekasorto, temmellys@
@turn@|@aurata, kaari, kaarre, kaarros, kaarto, kierros, kiertää, kumota, kyntää, käänne, kääntyä, kääntää, kääntö, mutka, muuttaa, myllätä, nyrjähdyttää, nyrjäyttää, poiketa, pyörtää, rivi, sorvata, vaihtua, venähdyttää, vuoro, väännellä, vääntää, yllättävä käänne@
@turn a loss@|@menettää rahaa@
@turn a profit@|@tehdä voittoa@
@turn around@|@keikahtaa, kääntää, mennä nurin, pyörtää@
@turn aside@|@torjua@
@turn away@|@kääntyä, poiketa@
@turn back@|@hillitä, pidätellä, pyörtää@
@turn down@|@evätä@
@turn in@|@luovuttaa@
@turn of events@|@yllättävä käänne@
@turn off@|@poiketa@
@turn on@|@innostaa, kiihottaa, kytkeä, sytyttää, villitä@
@turn out@|@häätää, ilmetä, käydä ilmi, luontua, lähteä, näkyä, paljastua@
@turn over@|@kaataa, kieppua, kierittää, kieriä, kumota, kääntää maata, luovuttaa, ojentaa, punnita, pyöritellä, pyörittää, pyöriä, vieriä@
@turn round@|@kääntää@
@turn tail@|@karata, luikkia, paeta@
@turn to@|@perustaa, turvata, vedota@
@turn up@|@esiintyä, häämöttää, ilmetä, kaivaa, kaivaa ylös, kajastaa, kajottaa, kumottaa, kuultaa, käänne, kääntää, kääntää maata, näkyä, pilkottaa, putkahtaa, siintää@
@turn white@|@valjeta@
@turnabout@|@keikaus, käännös, takinkääntäjä@
@turnaround@|@käsittely, kääntymispaikka, kääntöpaikka, lastin purku ja lastaus@
@turncoat@|@luopio, petturi, takinkääntäjä@
@turned@|@pyörsi@
@turned back@|@pyörsi@
@turned on@|@kiimainen@
@turned up@|@kiihottunut@
@turning@|@käänne@
@turning point@|@käännekohta@
@turning-point@|@käänne, käännekohta@
@turnip@|@nauris, turnipsi@
@turnip rape@|@rypsi@
@turnkey@|@vanginvartija@
@turnout@|@vaatekerta@
@turnover@|@kaatuminen, liikevaihto, myynti, vaihto, vaihtuvuus@
@turnover rate@|@vaihtuvuus@
@turnround@|@käsittely, kääntymispaikka, kääntöpaikka, lastin purku ja lastaus@
@turntable@|@kääntöalusta, kääntölava, kääntöpöytä, levylautanen, levysoitin@
