@English@|@Haitian creole@
@trifle@|@ablabla, blabla, blablabla, rablabla@
@trigonometry@|@trignometri@
@trim@|@aranjman an, bòdu, taye@
@trip@|@larout, liny, rout, voyaj, vwayaj, wout@
@tripping@|@kòchèt, krochèt la, kwochèt@
@trivet@|@recho@
@trouble@|@anbete, annui an, annwi an, blèg la, enbete, fè tapaj, ka a 2, kont, problèm, pwoblèm, revè, traka, trakasite a, troub, trouble, tyouboum@
@troubled@|@anboulatcha, anboulvès@
@troubles@|@anbetman an, angajman an, flo a@
@troublesome@|@akòkò, akwòkò, anbetan, anmèdan, anmègdan, enbetan@
@trousers@|@pantalon@
@trousers crotch@|@fouk la@
@trousers cuff@|@tousi a@
@trousers fly@|@pon an@
@truck@|@kamyon@
@true@|@veritab, vre, vrè@
@truly@|@reyèlman vre, se vre, toutbon, toutbonvre, verite, vre, vrè, vrèman@
@truly truly@|@vrèmanvre@
@trunk@|@kòf, mal la, tron an@
@trust@|@espwa a, fè konfyans, fwa 2, konte sou, lespwa@
@trusted@|@konfyans@
@truth@|@laverite, verite@
@try@|@eseye, verifye@
@tube@|@tìyo@
@tuberculosis@|@maladi pwatrin@
@Tuesday@|@madi@
@tulle fabric@|@til la@
@tumble@|@tonbe 2@
@tumefaction@|@anflamasyon an, enflamasyon an@
@tune@|@mizik@
@turkey@|@kodenn@
@turn@|@fwa a, tou, vironn nan@
@turn around@|@vire@
@turn left@|@vire agòch@
@turn on@|@ouvri@
@turn right@|@vire adwat@
@turn the jump rope faster@|@bay vinèg@
@turtle dove@|@toutrèl la@
@tutor@|@profesè@
@twelve@|@douz@
@twentieth@|@ventyèm@
@twenty@|@ven, venn, vent@
@twenty four@|@venn kat@
@twenty four hours@|@vennkatrè@
@twenty one@|@venteen@
@twenty two@|@venn de@
@twenty years@|@ventan@
@twice@|@de fwa, defwa, fwa@
@twin@|@jimo@
@twist@|@antòch la, antòs la, tòde@
@two@|@de@
@two books@|@yon liv de liv@
@two by two@|@de pa de@
@two cars collided@|@de machin frape@
@two faced@|@an de fas, foub la@
@two men@|@dezòm@
@two oclock@|@dezè@
@two weeks ago@|@de semèn pase@
@two years@|@de zan, dezan@
@type@|@jan, tape@
@type of a big ant@|@flaman an@
@type of covered button@|@bouton frape@
@type of marble used in game of marbles@|@chelèn nan@
@type of meat prep@|@andui a 2@
@type of parasitic plant like sp moss@|@amitye a, lamitye a@
@type of root vegetable@|@mazonbèl la@
@type of snake andomi means to make numb@|@koulèv andòmi@
@type of spider@|@anasi a, annasi a@
@type of vegetable@|@tayo a@
@types@|@kalite 2@
@typhoid@|@tifoyid la@
@typhoid fever@|@fyèv tifoyid@
@tyrant@|@tiran an@
@U.S. History@|@Istwa Etazini@
@ugly@|@lèd, mangouyan, vye@
@ugly person@|@mazora@
@uit@|@ui@
@ulcer@|@maleng nan@
@umbrella@|@parapli, voumtak la@
@umpire@|@abit la@
@unable@|@enkapab, pa kapab@
@unauthorized absence (milit)@|@fòlòp la@
@unaware@|@inyore konnen@
@unbearable@|@ensipòtab@
@unbeliever@|@mekreyan@
@uncle@|@monnonk, tonton@
@uncomfortable@|@jennen@
@uncommon@|@estraòdinè, estrawòdinè, ra@
@unconscious@|@san konesans@
@unconsciously@|@san rann li kont@
@uncontrolable@|@andyable@
@uncouth one@|@abitan@
@under@|@anba, mwens ke, sou 2@
@under the responsibility of@|@sou kont@
@under the surface of the water@|@andezo@
@undergo@|@sibi@
@undergo surgery@|@opere@
@underground@|@anba tè, anbatè@
@underhanded@|@move 2@
@underhanded schemes@|@move trafik@
@underhandedly@|@an katimini, ankatimini@
@underneath@|@anba 2@
@underneath the surface of the water@|@antdezo@
@undershirt@|@chemizèt@
@underside of the lapel@|@revè 2@
@understand@|@konprann, tande@
@understanding@|@antannman an, antant la, dizon, konesans@
@understood@|@byen antandi@
@undertaker@|@antreprenè a@
@undertaking@|@angajman@
@undo@|@defè@
@undoubtedly@|@sandout@
@uneasy@|@toumante@
@unequaled@|@san parèy@
@uneven@|@ansibreka, inegal@
@unexpected event@|@aksyon@
@unexpected event o fact arousing angry surprise@|@aksyon an@
@unexpectedly@|@antrèt@
@unfair@|@patipri@
@unfortunate@|@malere@
@unfortunately@|@malerezman@
@ungodly@|@mechan 2, michan 2@
@unhappy@|@malere, malere 2, mekontan, pa kontan, tris@
@unify@|@inifye@
@unimportant@|@konsa konsa 2@
@unintelligible speach@|@langaj@
@unintentional@|@chape@
@uninteresting@|@blèm, blenm@
@union@|@inyon, maryaj, sendika@
@unit@|@grenn, inite@
@unite@|@ini, mare, mete ansanm, reyini 2@
@United Nations@|@Nasyonini@
@United States@|@Etazini, Zetazini@
@unity@|@inite@
@universe@|@linivè@
@university@|@inivèsite@
@unkind@|@pa janti@
@unknown@|@etranj@
@unless@|@amwenske@
@unlock@|@ouvri@
@unmarried@|@vyèy fi a@
@unmatched@|@san parèy@
@unopened@|@nèf@
@unreliable@|@asire pa sèten@
@unrest@|@lobèy, lòbèy@
@unripe@|@vèt@
@unruly@|@vakabon2@
@unsatiated@|@anmenm@
@unsatisfied@|@anmenm@
@unschooled and homeless street urchin@|@vyenvyen@
@unschooled homeless street urchin@|@ti vyenvyen@
@unscrupulous@|@apòy@
@unskilled@|@mazèt@
@unsolvable problem@|@pongongon an@
@untamed@|@pòt@
@until@|@an atandan, annatandan, jis, jis lè, jis tan, jiska, jiskaske, jiske, jouk, jouk tan, jous, jouska@
@until he can@|@jis li kapab@
@until now@|@jiskisi@
@until three o'clock@|@jiska twazè@
@until when@|@jous kilè@
@until you arrive@|@jis lé ou a rive@
@unto@|@avè@
@unusual@|@estraòdinè, estrawòdinè, estròdinè@
@unwelcome@|@move akèy@
@unwieldy@|@rèd@
@unyielding@|@rèd 3@
@up@|@anro 3, sou, soutèt@
@up in the air@|@anlè 2@
@up to@|@jiska, jouk, rive 4@
@up to date@|@a jou@
@up to here@|@jis la a@
@up to the neck@|@ra gaganm@
@upbring@|@edikasyon an@
@upbringing@|@ledikasyon an@
@uphold@|@ankouraje@
@upper part@|@anlè@
@upper part of a shoe@|@anpeny nan@
@upper portion of a corn stalk@|@flèch mayi@
@upright@|@onèt@
@uprising (an rebelyon-is rebelling)@|@rebelyon@
@uproar@|@bri, brui a, bwi@
@upset@|@deranje, fache, gate san, trouble@
@upside down@|@tèt anba@
@up-to-date@|@ajou, resan@
@uptown@|@anro lavil@
@upward@|@anro 3@
@urbanization@|@ibanizasyon@
@urge@|@ankouraje, fè a, rekòmande@
@us@|@nou@
@use@|@itilite, itilize@
@use at end of a sentence & before personal pronoun@|@konnen 2@
@use irony or sarcasm@|@pase nan betiz, pase nan jwèt, pase nan rizib, pase nan tenten@
@used@|@dezyèm men, dokazyon, ize@
@used after nasal consonant sounds@|@nan 3@
@used as imperative only@|@te 3@
@used before verbs to signify future tense@|@av, ava, va@
@used clothing for sale@|@odeyid@
@used for persons only@|@akokiye 2@
@used in semi exclamatory@|@apa interj@
@used in set phrases 'mon ami'@|@ami@
@used in the game of marbles@|@plonbe@
@used only before a word@|@al@
@used to@|@konn@
@used with persons only@|@rakokiye 2@
@useful@|@itil@
@usefuleness@|@valè 3@
@usual@|@selon lizaj@
@usurious loan@|@ponya a@
@utensil@|@istansil@
@utility@|@itilite@
@utilize@|@anplwaye@
@utterance@|@espresyon@
@va ye will be@|@ye 2@
@vacate@|@ba 3, ban 3, bay 3@
@vacation@|@vakans@
@vaccination@|@vaksen an@
@vaccine@|@vaksen an@
@vaccines@|@bwa bourik@
@vagabond@|@aladen an, eran, vakabon, voryen@
@vagina@|@foufoun nan@
@vagrancy@|@vakabonday la@
@vagrant@|@vakabon@
@vague@|@alagouj, alagouj, raz, vag@
@vail@|@vrèl@
@vain@|@pretansye@
@valiant@|@vanyan@
@valid@|@valid@
@valise@|@valiz@
@valley@|@plato, savann@
@valuable@|@bonjan, valab@
@value@|@pri, valè, valè a 2@
@valve@|@valv, vàn nan, vann nan@
@vamp@|@anpeny nan@
@vanilla@|@vani an, vaniy@
@vanilla extract@|@esans vani@
@vanish@|@disparèt@
@vanquish@|@genyen, venk@
@vapor@|@vapè, vapè a@
@variant of dwe@|@do 2@
@variant of mele (Ki mèl mwen? I don't care)@|@mèl@
@variation@|@varyasyon@
@variety@|@kalite@
@various@|@divès, plizyè@
@varnish@|@vèni an@
@varnished@|@vèni 2@
@varnished table@|@tab vèni@
@vase@|@po a, pòt la@
@vasiline@|@vazlin nan@
@vast@|@gran anpil, vast@
@vat@|@dja a, ja a@
@veal@|@vo@
@vegetable@|@legim@
@vehicle@|@machin, oto, vwati, vweti a@
@veil@|@vwal, vwèl@
@vein@|@vèn nan, venn nan@
@velocity@|@vitès@
@velvet@|@vlou a@
@vend@|@vann@
@vendors wooden tray@|@bak la@
@venerate@|@respekte, venere@
@vengeance@|@vanjans la@
@venomous animals@|@vennkatrè@
@ventilated@|@aere@
@ventilator@|@vantilatè a@
@venture@|@antrepriz, negòs, riske@
@venue@|@kote a@
@verb@|@vèb la@
@verb marker conditional@|@ta@
@verb marker future tense@|@pral@
@verb marker future tense will@|@a@
@verb marker habitual past actions@|@te konn@
@verb marker past conditional@|@kapab te@
@verb marker past tense continual action@|@t ap, tap@
@verb marker past tense or past perfect tense@|@te@
@verb marker pluperperfect@|@te pral@
@verb marker present progressive@|@ap@
@verb marker signifying past tense@|@kite@
@verbena@|@vèvèn nan@
@verdict@|@desizyon, jijman, vèdik la, vendik@
@verdigris@|@vèdegri a@
@verify@|@verifye@
@verily@|@an verite, anverite@
@veritable@|@veritab@
@vermicelli@|@vèmisèl la@
@vermin@|@parazit, vèmin@
@verse@|@vè a 2@
@verset@|@vèsè@
@version@|@vèsyon@
@vertigo@|@etoudisman an, toudisman an, vètij la@
@very@|@anpil, bien, byen (adj), byen (adv attrib), menm, trè, vye@
@very angry@|@move@
@very big@|@disèt lajè, kokenn, mal la@
@very black@|@nwè@
@very cold@|@frèt kon nen chen@
@very difficult@|@di anpil@
@very early in the morning@|@granmmaten@
@very far@|@byen lwen, trè lwen@
@very fast@|@brid sou kou, bridsoukou@
@very fine thin hair@|@cheve filas@
@very hard@|@difisil anpil@
@very likely@|@siman@
@very much@|@a mò, amò, anpil 2, jis mwen pa konnen@
@very near@|@toupre@
@very poor@|@brizorye@
@very salty@|@sale kon lanmè Jakmèl@
@very sick@|@byen mal@
@very small@|@vyepti@
@very small person@|@tikrabè@
@very steep@|@apik panno@
@very very@|@jis mwen pa konnen@
@very wide@|@disèt lajè@
@vespers@|@vèp la@
@vessel@|@batiman, vesèl la, veso a@
@veterinary@|@veterinè a@
@vetiver grass used in perfumery@|@vetivè a@
@vial@|@flakon an, poban an@
@vice@|@mani, vis@
@vice versa@|@ale pou vini@
@vicinity@|@alantou a, vwazinaj la, vwazinay, vwezinay@
@vicious@|@mechan, michan, visye 2, visyèz@
@victim@|@viktim@
@victory@|@laviktwa, viktwa@
@view@|@egzamine, lavi, vi@
@vigilant@|@veyatif@
@village@|@bouk, vilaj@
@vinegar@|@vinèg@
@vineyard@|@jaden rezen@
@violate@|@dezobeyi, vyole@
@violation@|@vyolasyon@
@violence@|@mechanste a 2@
@violent@|@anjandre, kri, vyolan@
@violet@|@vyolèt@
@violet colored corn@|@mayi diven@
@Violet flower@|@vyolèt la@
@violin@|@vyelon an, vyolon an@
@virgin@|@tif, tifi, vyèj@
@virtue@|@vèti@
@visa@|@visa, viza a@
@visible@|@vizib@
@vision@|@vizyon, vizyon an@
@visit@|@vizit la@
@visitor@|@vizitè a@
@vital@|@serye, vital@
@vitality@|@pisans, puisans la, pwisans@
@vitamin@|@vitamin nan@
@vitamins@|@fòtifyan an@
@vitriol@|@vitriyòl la@
@vivacious@|@frengan@
@vocabulary@|@vokabilè@
@vodoo choirmistress@|@andjenikon an@
@vodou ceremony@|@sèvis@
@vodou ceremony for loas@|@manje lèzanj@
@vodou choirmistress@|@onjenikon, oundjenikon@
@vodou deity@|@agwe@
@vodou exclamation  don't use it@|@abobo, ayibobo@
@vodou expression@|@abobo@
@vodou food offering for the dead@|@mane lèmò@
@vogue@|@lamòd@
@voice@|@prononse, vwa a@
@void@|@anile, annile@
@volcano@|@volkan an@
@volume@|@volim@
@vomit@|@rejte, vèsman an, vomi, vomisman an@
@vomiting@|@vomisman an, vonmi@
@voracious@|@voras@
@vote@|@vòt, vote@
@vote in election@|@vwa a@
@voter registration@|@enskripsyon elektè@
@voudou@|@vodou@
@vow@|@ve a@
@voyage@|@voyaj, vwayaj@
@vulgar@|@òdinè, vilgè@
@vulgar person@|@vye moun@
@wad@|@tanpon an@
@wade@|@patoje@
@wage@|@peròl, salè@
@wager@|@paryaj, parye@
@wages@|@apwentman an@
@wagon@|@wagon an@
@wail@|@jemi@
@waist@|@rem tay@
@waist piece for peasants@|@tanga a@
@wait@|@rete 2, tann@
@wait and see@|@gade pou wè@
@waiter@|@gason@
@wake@|@reveye, vèy la@
@wake up@|@leve@
@wake up call@|@avètisman@
@wake up do not sleep@|@pa ret ap dòmi@
@walk@|@demach, flann nan, mache 2, tou@
@walk about@|@vire ron@
@walk around a little@|@fè yon vireron@
@walk or drive@|@fè you ti vire@
@walk with a limp@|@mache bwete@
@walking@|@a pye@
@wall@|@mi, panno@
@wall finish@|@andi a, andui a, andwi a, randui a@
@wallet@|@bous, pòtfèy la@
@walnut@|@nwa@
@waltz@|@vals la@
@wander@|@flannen, valkande@
@wandering@|@valkanday la@
@wane@|@dekadans, ronbe@
@war@|@lagè@
@ward@|@detounen@
@warm@|@tyèd@
@warmth@|@chalè@
@warn@|@acèti, prevni@
@warning@|@avètisman, prigad, pringad@
@warrant@|@chèk, garanti, manda@
@was@|@gen, te 2, te gen, ye@
@was (were) going (to)@|@taprale@
@was (were) going to@|@tapral@
@was already@|@te deja@
@was arriving@|@t ap vini@
@was born@|@te fèt@
@was going to arrive@|@te pral vini@
@was in@|@te nan@
@Was it not you who told me that!@|@Pa ou ki te di m sa@
@was never@|@pa t janm@
@was never finished@|@pa t janm fini@
@wash@|@lave, lesiv@
@washer@|@viròl la@
@wasp@|@gèp@
@waste@|@gaspiyaj, gaspiye@
@waste a lot of time@|@depanse@
@waste meat@|@vlen an@
@watch@|@gade, mont, siveye, veye@
@watch for@|@siveye@
@watch out@|@atansyon, pinga!, veye, veye zo ou@
@watch what you are doing@|@mete nanm sou ou@
@watchful@|@veyatif@
@watchman@|@siveyan an, wachmann nan, watchmann nan@
@water@|@dlo, dyo, gyo a, ponpe 3@
@water carrier@|@machann dlo@
@water closet@|@watè a, watè klozèt la@
@water road used by a spirit to arrive and depart@|@chemen dlo@
@water vender@|@machann dlo@
@watermelon rind@|@po melon@
@waterworks@|@jèdo@
@watery@|@dlo, dyo, gyo a@
@watery (food)@|@dlololo@
@wave@|@flote, vag@
@wave of the sea@|@lanm@
@way@|@chemen, chimen an, fason, jan, jwen, larout, mwayen, rout, wout@
@we@|@nou@
@we are going to the police station@|@N apral nan pòs@
@we are quarreling@|@nou gen kont@
@we came to an agreement under specific conditions@|@nou pase kondisyon@
@we finally won@|@nou rive genyen@
@we just ate@|@nou sot manje@
@we know that@|@nou konn sa@
@we know them@|@nou konnen yo@
@we mean@|@nou vle di@
@we mean to say@|@nou vle di@
@we us@|@n@
@we want@|@nou vle@
@we want to@|@nou vle@
@we went through tough times@|@nou pase pa n@
@we will@|@pral 3@
@weak@|@fay, fèb, flay 2@
@weakling@|@soufri 2, ti soufri@
@wealth@|@byen, fòtin, richès, richès la@
@wealthy@|@abondans la, bondans la, labondans la@
@wealthy (used only as an adjective)@|@rich@
@wealthy landlord@|@grandon@
@weapon@|@zam@
@wear@|@met, pote@
@weariness@|@fatig@
@weather@|@klima, tan@
@weave@|@mare, tise@
@web@|@filareye@
@wedding@|@maryaj@
@wedding ring@|@alyans la@
@Wednesday@|@mèkredi@
@weed@|@raje@
@weeds@|@move zèb@
@week@|@semèn, senmenn@
@weep@|@kriye@
@weeping@|@hèl, rèl@
@weever fish@|@viv la 2@
@weigh@|@peze@
@weigh anchor@|@derape@
@weight@|@pwa@
@welcome@|@akèy la, bèlantre, byenvini@
@welfare@|@byen, byennèt, se pou pròp byen w@
@well@|@bon, byen (adj), ebyen, òr, ositou, ositou 2, piu, pwòp 2, sous@
@well bred@|@edike@
@well developed@|@an fòm 2, anfòm@
@well done meat@|@byen kuit@
@well informed@|@eklere 2, klere 2@
@well known@|@popilè@
@well supplied@|@achalande@
@well then@|@anben, en ben, enben@
@well versed in magic@|@profonde@
@were@|@te 2, te gen, te ye, ye@
@were born@|@te fèt@
@were not@|@pa te@
@were not able@|@pa te fouti@
@werewolf@|@lougarou, move moun@
@west@|@lwès, nan lwès@
@West Africa@|@Lafrik Ginen@
@Western Europe@|@Ewèp Oksidantal@
@wet@|@mouye@
@whale@|@balèn@
@wharf@|@waf, waf la@
@what@|@ki, kisa, Rete interjection, sa, sa k, sak, wat@
@what (interjection denoting anger)@|@fout 2@
@what a pity@|@adye bondye@
@what a shame@|@adjewidan, adyewidan@
@What caused it@|@De ki prevyen@
@what cold weather@|@ala fredi@
@what did you dream about?@|@sa ou reve@
@what do you mean lajan de wat@|@wat@
@what else@|@kilès ankò@
@what has happened to him@|@sa k pase l@
@what if@|@pa pito, vini wè@
@what is@|@kijan yo, sa k 2, sak 2@
@what is going on@|@sa kap pase@
@what is in front@|@devan an@
@what is the origin of it@|@De ki prevyen@
@what is worse@|@sa ki pi rèd la@
@what is wrong with these people@|@s ak pase moun sa you la@
@what time is it?@|@ki lè li ye@
@what will@|@sa k 2, sak 2@
@What! what a! how! yet@|@ala@
@whatever@|@kèlkeswa, nenpòt, nenpòt ki bagay, nenpòt ki sa, okenn@
@whats below@|@anba 3@
@whatsoever@|@nenpòt ki bagay@
@wheat@|@ble a@
@wheedle@|@amadwe, ammadwe, anmadwe@
@wheel@|@rou@
@when@|@ba 2, ban 2, bay 4, jous kilè, kan, kilè, kou, lè, likè, lò@
@when he arrived@|@lè li te rive@
@when? What date?@|@ki dat@
@whence@|@kidonk@
@whenever@|@nepòt kilè@
@where@|@kèlkeswa, ki bò, kibò, kikote, kote@
@where are you going?@|@Bwa kote ou prale@
@Where are you going?@|@ki bò ou ap pran, kote ou prale@
@where is mother@|@kot lamè@
@where?@|@bò ki kote, ki kote, kote@
@whereas@|@alòke, dizon 2, kòm, piske 2, pliske, puiske, pwiske, tandiske@
@wherewithal@|@dekwa, mwayen 2@
@whet@|@ile@
@whether@|@keseswa, si@
@whether   or else@|@ou byen@
@whether or@|@si wi ou@
@whether the@|@si wi ou non nan@
@whether thou@|@si ou@
@whether you@|@si ou@
@whether you want or not@|@vle pa vle@
@whether your@|@si wi ou non ou@
@whetstone@|@mèl la@
@which@|@ke, ki, kilès, kiyès, sa@
@which is@|@kote ki@
@which one of them@|@kilès ladan@
@while@|@alòke, antan, detan, etan, pandan, tandiske, tank@
@while going out@|@an sòtan@
@while saying@|@an dizan, andizan@
@while whereas@|@alòske@
@whim@|@kapris@
@whimpering@|@rechiya@
@whip@|@rigwaz la, rigwèz, taye@
@whirl@|@toubiyon@
@whirlpool@|@antènwa a, antònwa a@
@whisky@|@wiski@
@whisper@|@chuichui@
@whispering@|@chichotman@
@whistle@|@siflèt@
@white@|@blan@
@white fibrous part of meat near nerves@|@vlen an@
@white spot on horses forehead@|@fontenn nan@
@whitewash@|@dlo lacho@
@who@|@k, kèlkeswa, ki, kilès, kimoun, kiyès, kiyès ki, sa, sila ki@
@who are@|@kiyès ki@
@who are the@|@kiyès ki@
@who cant see beyond his nose@|@mayoyo a@
@who else@|@kilès ankò@
@who is@|@kiyès ki, sa k 2, sak 2@
@who is leading?@|@sa ki devan@
@who is the@|@kiyès ki@
@who the@|@kiyès@
@who was a@|@ki te yon@
@whoever@|@nenpòt ki moun, nenpòt ki sa@
@whole@|@an antye, anke, annantye, antye, tout@
@wholesale@|@an gro, angro@
@wholly@|@konplètmen@
@whom@|@ke, kiyès@
@whore@|@frechè a@
@whosoever@|@nenpòt ki moun@
@why@|@poukisa@
@Why@|@kijan fe@
@why are@|@sa k fè@
@wick@|@mèch la@
@wicked@|@mechan, michan, move, move@
@wicked (females or feminine nouns)@|@movèz@
@wickedness@|@mechanste a, mechanste a 2@
@wide@|@gran 2, laj@
@widow@|@vèv@
@widower@|@vèf@
@width@|@lajè@
@wife@|@fanm, madanm@
@wig@|@fo cheve@
@wild@|@sovaj@
@wild animal@|@bèt sovaj@
@wild cat@|@chat bwa, chat maron@
@will@|@av, ava, avè, va, vle, volonte, volunte, voulwa a@
@will arrive@|@a vini, pral vini@
@will be@|@pral, pral 3, va ye@
@will make@|@pral 2@
@will not@|@pa ap, pap 2@
@will not help@|@pa vle ranm sèvis@
@will not light@|@pa vle limen@
@will not sell at retail@|@pa vle detaye@
@will not sit down@|@pa vle chita@
@will not start@|@pa vle stat@
@will not work@|@pa vle travay, pa vle travay@
@willful@|@antete, volontè@
@willingness@|@volonte@
@willy nillly@|@vle pa vle@
@willy nilly@|@anbeka anbemòl@
@win@|@ranpòte, taye 2@
@wind@|@van, vire 2@
@window@|@fenèt@
@window glass@|@vit la@
@window-sill@|@rebò fenèt@
@wine@|@diven@
@wing@|@zèl@
@wink@|@fèjefou, fèsiyo@
@winner@|@gayan@
@winning@|@ranpòte@
@winnings@|@gen an@
@wins@|@ranpòte@
@winter@|@ivè a, livè@
@wipe@|@siye@
@wire@|@fil elektrik, kab@
@wisdom@|@lasajès, sajès la@
@wisdom of the ages@|@paròl granmoun lontan@
@wise@|@moun lespri, saj@
@wish@|@anvi, vle@
@wishes@|@volonte@
@wishy washy@|@wachi wacha@
@wit@|@konprann, wntelijans@
@witch@|@sòsyè@
@witchcraft@|@wanga a@
@with@|@a 2, ak, ake, ansanm avèk, avè, avèk@
@with    pen a bè  bread and butter@|@a@
@with a twaz@|@twaze@
@with all@|@ak tout, aktout@
@with appetite@|@ak apeti@
@with calf@|@plenn 2@
@with cream@|@ole@
@with difficulty@|@apèn, apenn@
@with distorted body@|@mangouyan@
@with due respect@|@orespe, orespè@
@with experience and know how@|@vyero a@
