@English@|@Latin@
@to call@|@appello, clamo, nuncupo, titulo, voco@
@to call away@|@avoco, devoco@
@to call back@|@revoco@
@to call into question@|@voco in dubium@
@to call out to@|@increpito (-are)@
@to call to witness@|@testificor@
@to call together@|@convoco@
@to call upon@|@posco@
@to cancel@|@oblittero@
@to capture@|@expugno@
@to car@|@gero@
@to care for@|@curo@
@to carry@|@adveho, affero, defero, fero tuli latum, gero, gesto, subveho, veho vexi vectum@
@to carry [off]@|@deporto@
@to carry a burden@|@baiulo@
@to carry away@|@aufero, aveho@
@to carry back@|@refero@
@to carry in@|@infero@
@to carry off@|@asporto, deporto@
@to carry off by stealth@|@subtraho@
@to carry on@|@proveho@
@to carry out@|@profero@
@to carry out (+ relexive)@|@eveho (-vexi, vectum)@
@to carry through@|@peracto@
@to cast@|@jacio@
@to cast out@|@eructo (-are)@
@to cast to the ground@|@fundo@
@to catch cold@|@algesco@
@to catch sight of@|@conspicio@
@to cause@|@adfero affero@
@to cause strife@|@jurgium@
@to cause to degenerate@|@degenero@
@to cause to stand@|@statuo@
@to cease@|@finio@
@to celebrate@|@tripudio@
@to change@|@muto@
@to charm@|@duco, lepor@
@to chatter@|@garrio@
@to check@|@confuto, refreno, retundo, sisto@
@to cheer@|@laeto leto@
@to cherish@|@foveo@
@to cherish again@|@refoveo@
@to chew the cud@|@rumino@
@to chide@|@increpo (of persons)@
@to chirp@|@pipio@
@to choke@|@suffoco@
@to choose@|@malo, sumo@
@to choose out@|@diligo@
@to claim@|@assero, vindico@
@to clean@|@mundo, purgo@
@to cleanse@|@defaeco, deluo, emundo@
@to clear@|@puto@
@to cleave to@|@cohaero@
@to climb@|@ascendo, enitor@
@to cling to@|@cohaereo@
@to close@|@occludo@
@to clothe@|@vestio@
@to collect@|@coaduno, colligo, congero@
@to collect in a mass@|@coacervo@
@to collide with@|@incurso@
@to color@|@coloro@
@to comb@|@pecto@
@to comb back@|@repecto@
@to come@|@adsum, advenio, venio@
@to come around@|@circumvenio@
@to come back@|@revenio@
@to come before@|@praevenio@
@to come in haste@|@affluo@
@to come near@|@propinquo (intrans)@
@to come often@|@ventito@
@to come out@|@egredior@
@to come to@|@devenio, pervenio, prevenire, venire contra@
@to come to [in adiutorium] to ones assistance@|@subvenio@
@to come to a boil@|@infervesco@
@to come to pass@|@evenio@
@to come to the aid@|@subvenio@
@to come up to@|@adipiscor@
@to come up to aid@|@subvenio@
@to come upon@|@invenio@
@to comfort@|@consolo@
@to command@|@impero@
@to commit@|@commendo, mando@
@to commit oneself to@|@se astringo@
@to compare@|@comparo, contendo@
@to compel@|@cogo@
@to complain@|@postulo, queror@
@to complain excessively@|@queritor@
@to complain loudly@|@conqueror@
@to complete@|@perpetro@
@to compose with great labor@|@elucubro@
@to compress@|@stipo@
@to conceal@|@contego, dissimulo, presso, tego@
@to concede@|@concedo@
@to concern@|@contingo@
@to concern oneself about the future@|@sollicito@
@to conclude (an agreement)@|@contraho@
@to concur@|@concurro@
@to condemn@|@damno, damno, judico@
@to condescend@|@summitto (se)@
@to conduct@|@conduco@
@to conduct one's self@|@gradior@
@to conduct oneself@|@se gero@
@to confess@|@confiteor confessus, fateor@
@to confess (one's sins)@|@profiteor@
@to confine@|@claudo (clausus), coangusto, coarto@
@to confirm@|@auctorizo, comprobo, confirmo@
@to confuse@|@conturbo@
@to confute@|@confuto, redarguo@
@to congeal@|@congelo@
@to connect@|@annecto@
@to conquer@|@evinco@
@to consecrate@|@devoveo@
@to consider@|@delibero, expendo, inspicio, recolo@
@to consider carefully@|@consulto@
@to consider oneself indebted@|@accipio@
@to construct@|@fabrico, perstruo@
@to consult + acc@|@consulto@
@to consume@|@concremo@
@to consume by fire@|@cremo@
@to contemplate@|@considero@
@to contend@|@certo, contendo, decerto, dimico@
@to contian@|@contineo@
@to continue@|@obtineo, pergo@
@to continue eating@|@esito (-are)@
@to contrive/do maliciously@|@maligno@
@to control@|@tempero (+ dat.)@
@to convert@|@converto@
@to convey@|@transveho@
@to cool@|@tepesco@
@to correct@|@corrigo@
@to cough@|@tussio@
@to count@|@deputo, enumero@
@to couple@|@copulo or copulor@
@to cover@|@contego@
@to covet@|@concupisco, concupisco@
@to cram@|@effercio@
@to crawl@|@repere@
@to create@|@creo@
@to creep out@|@erepo@
@to creep up or crawl up from below@|@subrepo surrepo@
@to cross a strait@|@transfreto@
@to crouch down@|@subsido@
@to crowd@|@frequento, frequento@
@to crowd in@|@inculco@
@to crown@|@redimio@
@to crush@|@contero@
@to cry@|@flere@
@to cry aloud@|@vociferor@
@to cry out@|@sono@
@to cudgel soundly@|@diverbero@
@to cultivate@|@recolo@
@to curl@|@crispo (-are)@
@to curse@|@consecro, imprecor@
@to cut@|@scindo@
@to cut away@|@subseco@
@to cut back@|@reseco@
@to cut down@|@decido (-cisi -cisum)@
@to cut into@|@infindo infidi infissum@
@to cut off@|@abscido@
@to cut short@|@praecido@
@to cut the throat@|@iuguolo@
@to cut through@|@perseco@
@to damage@|@mulco@
@to dare. (part. ausus )@|@audeo@
@to dash to pieces@|@elido@
@to deceive@|@fallo@
@to decide@|@decerno@
@to decide beforehand ie plan@|@praejudico@
@to declaim@|@declamo@
@to declare@|@renuntio@
@to declare in public@|@protestor, protesto@
@to declare oneself@|@profiteor@
@to declare publicly@|@profiteor@
@to decrease@|@decresco@
@to dedicate@|@consecro, consecro, dedico@
@to defend@|@defendo@
@to defend diligently@|@defenso@
@to defile@|@contamino, polluo@
@to define@|@designo@
@to defraud@|@frustro@
@to defy@|@contemno@
@to deign@|@dignor@
@to delay@|@cunctor, differo@
@to delight@|@exhilaro@
@to delight in@|@delecto@
@to deliver together@|@contrado@
@to demand@|@deposco depoposci, desposco, expeto@
@to demand earnestly@|@expostulo@
@to demolish@|@diruo, dissipo@
@to demonstrate@|@convinco@
@to denounce@|@detestor@
@to deny@|@abnego, abnuo, infitias ire, infitior, nego, renuo@
@to deny by oath@|@abiuro@
@to depart@|@digredior digredi digressus, proficiscor@
@to depart from@|@discedo@
@to depend on@|@consisto (+ in), incumbo@
@to deposit@|@repono@
@to deprecate@|@deprecor@
@to deprive@|@viduo@
@to derange@|@conturbo@
@to describe@|@describo, dispono, exsequor@
@to desert@|@desolo@
@to deserve@|@emereor@
@to design@|@propono@
@to desire@|@anhelo, cupio, cupio, opto@
@to desire more or much@|@praeopto@
@to desist from@|@desisto@
@to despair@|@despero@
@to destroy@|@aboleo, deleo (deletum ), diruo, disperdo, everto, perdo, perimo peremi peremptum, pessum dare, subvertio@
@to determine@|@delibero@
@to determine beforehand@|@praedestino@
@to detest@|@exsecror@
@to devise@|@adinvenio, struo@
@to devour@|@consumo, devoro, haurio@
@to die@|@abolesco, morior@
@to differ@|@differo, discrepo@
@to dig in@|@infodio infodi infossum@
@to dig out@|@effodio@
@to dig up@|@eruo@
@to digress@|@abeo@
@to dine@|@ceno, epulor@
@to direct@|@adicio, tendo@
@to disarm@|@exarmo@
@to disburse@|@erogo@
@to discern@|@sapio@
@to discharge one's duties@|@defungo@
@to disclose@|@indico, patefacio@
@to disclose fully@|@comperio@
@to discolor@|@inficio@
@to discuss@|@dissero@
@to disdain@|@despicio@
@to disembowel@|@eviscero@
@to disgrace@|@inhonesto@
@to disguise@|@dissimulo@
@to disinherit@|@exheredo@
@to dislike@|@fastidio@
@to dismember@|@conseco, discerpo@
@to dismiss@|@amitto@
@to disparage@|@vitupero@
@to display@|@repraesento@
@to displease@|@offendo@
@to disregard@|@neglego@
@to dissipate@|@discutio@
@to distinguish@|@dignosco dignosco@
@to distribute@|@distribuo@
@to disturb@|@perturbo, turbo@
@to dive@|@urino@
@to divest@|@exuo@
@to divide@|@dispertio, distinguo, divido@
@to do@|@efficio, praesto presto@
@to do battle@|@praelior@
@to do harm to@|@noceo (+ dat.)@
@to do one thing and then another@|@alterno@
@to do penance@|@penitio@
@to do wrong@|@pecco@
@to do wrong to@|@misfacio@
@to do/contrive evil@|@maligo@
@to double@|@gemino@
@to doubt@|@dubito@
@to drag@|@pertraho, tracto@
@to drag off@|@detraho@
@to draw@|@duco@
@to draw back@|@removeo@
@to draw blood@|@minuo@
@to draw forth@|@extraho@
@to draw out@|@educo, evoco, protraho (protractus)@
@to draw over@|@obduco@
@to draw to an end@|@vergo@
@to draw together@|@adstringo, substringo@
@to draw up@|@instruo@
@to dread@|@paveo@
@to dream@|@somnio, somnio@
@to drench@|@perfundo@
@to drink@|@bibo@
@to drink up@|@combibo@
@to drive@|@appello, urgeo@
@to drive against@|@impello@
@to drive away@|@exturbo@
@to drive back@|@repello@
@to drive before one@|@propello@
@to drive off@|@abigo@
@to drive out@|@expello (expuli expulsum ), extrudo@
@to drive together@|@compello@
@to dry up/out@|@sicco@
@to dwell@|@habito@
@to earn@|@promereor@
@to earnestly request@|@deposco@
@to eat@|@edo edi essum, vesco, vescor@
@to eat breakfast@|@iento@
@to eat greedily@|@voro@
@to eat lunch@|@prandio@
@to effect@|@patro@
@to eject@|@expello@
@to elect@|@eligo@
@to elevate@|@excello@
@to embark@|@conscendo navem@
@to embellish@|@honesto@
@to embrace@|@amplector, comprehendo@
@to emerge@|@exsisto, exsisto@
@to encounter@|@obvio@
@to encourage@|@cohortor, exhorto@
@to endeavor@|@nitor@
@to endure@|@perpetior@
@to enfeeble@|@resolvo@
@to engender@|@genero@
@to engrave@|@insigno@
@to enjoin@|@indico@
@to enjoy@|@fruor, fruor@
@to enlarge@|@amplio, exaggero, profero, prolato@
@to enrich@|@dito, dito, locupleto@
@to ensnare@|@decipio@
@to entangle@|@impedio, impedo, intrico@
@to enter@|@ineo@
@to enter upon@|@ingredior@
@to entice@|@prolecto@
@to entreat@|@exposco@
@to entreat for@|@deprecor@
@to entrust@|@comitto@
@to envy@|@invideo, invideo@
@to equip@|@adorno, exorno, orno@
@to erect@|@erigo@
@to escape@|@evado, subterfugio@
@to escort@|@deduco@
@to establish@|@constituo, indo (past indidi), instituo, statuo@
@to estimate@|@aestimo@
@to exact@|@exigo@
@to exalt@|@attollo, extollo, sublimo@
@to examine@|@cognosco, dissero, rimor@
@to exceed@|@excedo (trans.)@
@to excell@|@exsupero@
@to excite@|@incito, permoveo, suggero@
@to excuse oneself@|@deprecor@
@to execute@|@exsequor@
@to execute completely@|@perfruor@
@to exempt from blame@|@excuso@
@to exert oneself@|@desudo@
@to exhaust@|@exhaurio@
@to exhibit@|@ostendo@
@to expend@|@impendo@
@to experience@|@facio@
@to explain@|@declaro, interpretor@
@to expose@|@detego@
@to expound@|@expono@
@to extend@|@intendo, propago@
@to extinguish@|@exstinguo, exstingui, exstinc@
@to extol@|@magnifico@
@to extreme poverty@|@egestas@
@to exult@|@exulto@
@to fabricate@|@confingo@
@to fail@|@deficio (defectum), delinquo@
@to fall@|@cado, decumbo, occumbo, occumbo@
@to fall asleep@|@obdormio@
@to fall back@|@recedo@
@to fall back upon@|@redeo@
@to fall down@|@accido, concido, decido@
@to fall down at another's feet@|@provolvo@
@to fall in love with@|@adamo@
@to fall in or on@|@incido@
@to fall into@|@venio@
@to fall into confusion@|@vacillo@
@to fall prey to death@|@praeoccupor morte@
@to fall prostrate@|@procido@
@to fall to the ground@|@corruo@
@to fall upon@|@expeto, ingruo@
@to fall upon again@|@repeto@
@to fall violently upon@|@ingruo@
@to falsify@|@corrumpo (documents)@
@to falter in fidelity@|@nuto@
@to fan@|@ventilo@
@to fashion@|@formo@
@to fasten@|@defigo@
@to fasten down@|@destino@
@to fasten together@|@compescor, necto@
@to fatten@|@sagino@
@to favor@|@faveo@
@to fear@|@metuo, timeo, vereor@
@to feast@|@epulor, epulor@
@to feed@|@vesco, vescor@
@to feed upon@|@depascor@
@to feel@|@sentio@
@to feel deeply@|@persentio@
@to feel diffident@|@verecundor@
@to feel one's way@|@palpo@
@to feel the want of@|@careo@
@to fell@|@caedo@
@to fetter@|@constringo@
@to fight@|@ferito, objurgo, pugno@
@to fight against@|@oppugno@
@to fighten@|@territo@
@to fill@|@expleo explevi expletum, saturo@
@to fill in (or up)@|@impleo@
@to fill up@|@compleo, farci, farci, fartum, impleo, impleo@
@to finish@|@compleo@
@to fish out@|@expiscor@
@to fit@|@apto@
@to fix@|@constituo, infigo, pango@
@to fix in advance@|@praedico@
@to fix the limits of@|@determino@
@to flash@|@fulgeo (fulsi ), fulgur, reniteo@
@to flatter@|@blandio, blandior@
@to flee@|@confugo, evolo, fugio, terga dare, verto@
@to flood@|@undo@
@to flourish@|@vigeo@
@to flow@|@fluo, mano@
@to flow away@|@defluo@
@to flow down@|@defluo@
@to flow in@|@influo influi influxum@
@to flow out@|@emanio@
@to fly@|@volo@
@to fly or cut through@|@seco@
@to fold@|@plico@
@to fold together@|@complico@
@to follow@|@insequor, persequor persequi persecutus, sequor@
@to follow after@|@subsequor@
@to follow to the grave@|@exsequor exequor@
@to forbid@|@interdico, interdico@
@to force@|@coacto@
@to foreknow@|@praescio@
@to foresee@|@provideo@
@to forestall@|@praevenio@
@to forgive@|@justifico, remitto@
@to form@|@effingo@
@to form again@|@reformo@
@to form by beating with a hammer@|@extundo@
@to forsake@|@derelinquo, desolo, linquo@
@to fortify@|@munio@
@to forwarn@|@praemoneo@
@to foster@|@educo@
@to found@|@fundo@
@to free@|@eximo@
@to free from a snare@|@expedio@
@to free from faults@|@emendo@
@to freeze@|@gelo, glacio@
@to frighten@|@terreo@
@to fulfill@|@adimpleo, expleo@
@to furl sails@|@lego vela@
@to furnish@|@commodo (+ acc.), exorno, praesto, suborno@
@to gab@|@effutio@
@to gain@|@lucror, obtineo, percipio percepi perceptum@
@to gape@|@inhio@
@to gape wide@|@hio@
@to gather@|@decerpo, lego@
@to gather strength@|@invalesco@
@to gather together@|@congrego, contraho@
@to get@|@impetro@
@to get again@|@reperio@
@to get into a certain state@|@venio@
@to get the start of@|@praevenio@
@to get up@|@surgo surrexi surrectum@
@to get wet@|@madesco@
@to gird@|@praecingo@
@to give@|@addo, do, dono, munero/munerior@
@to give a hint@|@summoneo@
@to give a nod to@|@innuo@
@to give a ruling@|@statuo@
@to give again@|@retribuo@
@to give assent@|@annuo@
@to give back@|@reddo, redono@
@to give bountifully@|@largior@
@to give duration@|@invetero@
@to give forth@|@exaestuo@
@to give in abundance@|@suppedito@
@to give off a smell@|@suboleo (3 persons only)@
@to give orders@|@impero@
@to give out@|@tribuo@
@to give permission@|@facio@
@to give way@|@labasco@
@to gleam@|@eniteo, splendeo@
@to gleam especially@|@praeniteo@
@to gleam faintly@|@subluceo@
@to glide away@|@subterlabor@
@to glide past@|@praelabor@
@to glitter@|@corusco@
@to glorify@|@glorifico@
@to glory@|@glorior@
@to glut oneself@|@ingurgito@
@to gnash one's teeth@|@frendo@
@to gnash the teetch@|@infrendeo@
@to go@|@cedo, eo ire itum@
@to go across@|@transmeo@
@to go against@|@penetro@
@to go ahead@|@procedo@
@to go apart@|@secedo@
@to go astray@|@erro@
@to go away@|@abeo, abscedo, absisto, discedo@
@to go back@|@recedo, redeo, repedo, reverto@
@to go backwards@|@retrogradior@
@to go before@|@praeire@
@to go by@|@pretereo@
@to go forth@|@progredior@
@to go off to@|@ingero@
@to go on@|@proficio@
@to go out@|@evado, procedo@
@to go over@|@transeo@
@to go to@|@aggredior, aggredior@
@to go to bed@|@cubitum ire@
@to go to meet@|@obviam ire (+ dat.), occurro@
@to go to see@|@inviso@
@To go up and down@|@commeo@
@to goad@|@instigo@
@to govern@|@imperito@
@to grab@|@capto@
@to grace@|@decoro@
@to grant peace@|@do pacem@
@to grasp@|@comprehendo, teneo@
@to graze@|@pasco@
@to greatly adorn@|@perorno@
@to grieve@|@mador maero@
@to groan@|@ingemisco, ingemisco, ingemo (+ dat.), mugio@
@to grow@|@alesco, cresco (cretum)@
@to grow accustomed to@|@adsuesco assuesco@
@to grow aged@|@senesco@
@to grow fat@|@pinguesco@
@to grow fat or sleek@|@nitesco@
@to grow haughty@|@insolesco@
@to grow in@|@incresco (-ere)@
@to grow in or on@|@inolesco@
@to grow mild@|@mansuesco, mitesco@
@to grow old@|@consenesco, senesco@
@to grow out of@|@subnascor@
@to grow strong@|@convalesco, evalesco, increbresco (-ere), valesco@
@to grow thick@|@denso@
@to grow thickly@|@exubero@
@to grow tired@|@defetiscor (defessus)@
@to grow up@|@subolesco@
@to grow up after@|@succresco@
@to grow very strong@|@praevalesco@
@to growl@|@infremo@
@to grumble@|@mussito@
@to guard@|@custodio@
@to guide@|@administro, moderor, perduco@
@to gut@|@effodio@
@to hack@|@accido@
@to halter@|@capistro@
@to hand over@|@defero@
@to handle@|@tractare@
@to hang@|@pendeo@
@to hang over@|@immineo, impendeo, incubo@
@to hang to@|@adhaero@
@to happen@|@accido, evello (-ere, velli, vulsum)@
@to happen to mention@|@incido in mentionem@
@to harass@|@fatigo, lacesso, peragito (-are), perago (-ere)@
@to harden@|@duro@
@to harmonize@|@concordo@
@to hasten@|@festino, propero, propero, propero@
@to hate@|@odio@
@to have@|@gero, habeo habui habitum@
@to have a bad odor@|@feteo@
@to have been@|@abeo@
@to have done@|@facio + inf.@
@to have frequently@|@habito@
@to have no hope@|@despero@
@to have strength@|@valeo@
@to have the benefit of@|@fruor@
@to heal@|@medicor, sano@
@to heap@|@cumulo@
@to hear@|@audio@
@to hearken to@|@exaudio@
@to heat@|@fervefacio@
@to hedge in@|@consepio, saepio@
@to help@|@adiuvo, iuvo@
@to hesitate@|@differo@
@to hide@|@abscondo, celo, occulto@
@to hide away@|@delitesco@
@to hinder@|@obsum, praepedio@
@to hit@|@pello pepulli pulsum@
@to hit hard@|@everbero@
@to hobble@|@claudeo@
@to hold@|@contineo, obtineo, statuo, teneo@
@to hold back@|@comprimo, contineo, prohibeo, retineo@
@to hold in@|@inhibeo@
@to hold one's course@|@teneo iter@
@to hold up@|@sustineo@
@to hollow out@|@concavo@
@to honor@|@honoro@
@to honor (a deity)@|@excolo@
@to hope@|@spero@
@to hope for@|@spero@
@to howl loudly@|@exululo@
@to humble@|@abico@
@to hunger@|@esurio@
@to hunt@|@faeneror, venor@
@to hurl@|@conicio@
@to hurl against@|@impingo@
@to ignore@|@dissimulo@
@to imbue@|@imbuo@
@to imitate@|@imitor@
@to impart@|@reddo@
@to impede@|@retardo, tardo@
@to implore@|@obtestor@
@to impress upon one. to remind@|@commoneo@
@to imprint@|@infigo@
@to increase@|@amplifico, augeo, augmento, pullulo@
@to indicate@|@demonstro@
@to infer@|@infero (in logic)@
@to inflate@|@inflo@
@to inform fully@|@edoceo@
@to infuse@|@refundo@
@to inhabit@|@inhabito@
@to injure@|@adflicto affligo, violo@
@to inquire@|@interrogo@
@to insinuate@|@insinuo@
@to insinuate oneself@|@irrepo@
@to inspire@|@inspiro@
@to instigate@|@hortor@
@to instruct@|@doceo docui doctum, informo, praecipo@
@to instruct thoroughly@|@edoceo@
@to inter@|@humo@
@to intercept@|@intercipio intercepi intercep@
@to intermingle@|@commisceo@
@to interrogate@|@percunctor@
@to intoxicate@|@debrio@
@to invention@|@adinventio@
@to invigorate@|@vegeto@
@to invite@|@invito@
@to irritate@|@exaspero, irrito@
@to itch@|@prurigo@
@to join@|@connecto, iungo iunxi iunctum, subjungo@
@to join (together)@|@continuo@
@to join battle@|@praelium facio@
@to join connect@|@adjungo@
@to join together@|@convenio@
@to joke@|@ioco iocor@
@to judge@|@decerno, iudico, probatur@
@to keep back@|@detineo@
@to keep from@|@tempero (+abl. or with ab)@
@to keep in@|@contineo@
@to keep in mind@|@commemoro@
@to keep on@|@teneo@
@to keep oneself@|@se habere@
@to keep out of the way@|@latito@
@to keep togethere@|@contineo@
@to kill@|@evito, interficio interfeci interfec, leto, neco, occido@
@to kill cruelly@|@trucido@
@to kindle@|@accendo, succendo@
@to kiss@|@basio@
@to knock@|@offendo@
