@English@|@Serbian@
@stingy@|@cicija, tvrdica@
@stink@|@smrad, smrdeti, zaudarati@
@stipend@|@stipendija@
@stipendiary@|@plaćen@
@stipulate@|@utvrditi uslove@
@stipulation@|@odredba, uslov@
@stir@|@graja, komešanje, kretanje, mešati, pobuniti se, pokretati se@
@stirrup@|@stremen@
@stirup@|@izazvati pometnju@
@stitch@|@bod, šav, zakrpiti@
@stoat@|@hermelin@
@stock@|@deblo, gotovina, klada, marva, poreklo, pripravan, snabdeti se@
@stock exchange@|@berza@
@stock market@|@berza@
@stock-breeder@|@odgajivač stoke@
@stockbroker@|@berzanski mešetar@
@stockholder@|@akcionar@
@stocking@|@čarapa@
@stock-taking@|@inventarisanje@
@stocky@|@zdepast@
@stodgy@|@težak (o hrani)@
@stoke@|@dodavati gorivo@
@stoker@|@ložač@
@stole@|@p.pr. od steal@
@stolen@|@p.pr. od steal@
@stolid@|@ravnodušan, trom@
@stomach@|@stomak, trbuh@
@stone@|@gađati, kamenica, popločati kamenom@
@stood@|@proš. od stand@
@stooge@|@lutka (fig.), oruđe u tuđim rukama (fig.), osoba koju ismejavaju, patnik za tuđe grehe (fig.)@
@stool@|@panj, stolica@
@stoop@|@pognuti se, pogrbljenost@
@stop@|@pauza, prekid, prekinuti, prestati, stati, tačka, zaustaviti se, završiti@
@stopper@|@čep, začečiti, zapušač@
@storage@|@čuvanje, naslaga, skladište, zaliha@
@store@|@magacin, naslaga, obilje, ostava, ostave, ostaviti, prodavnica, rezerva, riznica, stovarište, u rezervi, zaliha, zalihe@
@storehouse@|@magacin, skladište@
@storekeeper@|@magacionar@
@storey@|@sprat@
@stork@|@roda@
@storm@|@besneti, bura, juriš, jurišati, oluja@
@story@|@priča, sprat@
@stout@|@debeo, hrabar, krepak, pun@
@stove@|@peć@
@stow@|@ostavljati na stranu@
@straddle@|@raskrečiti se@
@straggle@|@izgubiti put, zalutati@
@straight@|@častan, ispravan, odan, prav, pravo, ravan@
@straight talk@|@govor bez ulepšavanja@
@straight-edge@|@lenjir@
@straighten@|@ispraviti se@
@straightforward@|@pošten, prav@
@straightway@|@odmah, smesta@
@strain@|@deformacija, isčašiti, napinjati, napor, naprezanje, naprezati se@
@strait@|@moreuz, tesan, uzan@
@straits of gibraltar@|@gibraltarski moreuz@
@strand@|@obala, ostaviti na cedilu (fig.), plaža@
@strange@|@stran, tuđ@
@stranger@|@stranac@
@strangle@|@ugušiti, zadaviti@
@strap@|@epoleta, kaiš, naramenica, šipka, traka@
@strata@|@naslaga, sloj@
@stratagem@|@lukavstvo@
@strategic@|@strategiski@
@strategy@|@strategija@
@stratification@|@uslojavanje@
@stratosphere@|@stratosfera@
@stratum@|@naslaga, sloj@
@straw@|@slama@
@straw man@|@podmetnut čovek@
@strawberry@|@jagoda@
@strawman@|@strašilo@
@stray@|@zalutao, zalutati, zanemareno dete@
@streak@|@crta, linija, traka, žica@
@streaked@|@prugast@
@stream@|@teći, tok@
@streamlet@|@mali tok@
@streamlined@|@aerodinamičan, motorizovan@
@street@|@ulica@
@streetcar@|@tramvaj@
@strengthen@|@ojačati (se)@
@strenuous@|@marljiv, naporan@
@stress@|@naglasak, naglasiti, napon, pritisak, pritisnuti@
@stretch@|@odsek, parcela, protezanje, rastegnuti se@
@stretcher@|@nosila@
@strew@|@posuti, zasuti@
@strewn@|@pp. od to strew@
@stricken@|@obuzet, p.pr. od strike, pogođen@
@strict@|@strog, uzan@
@stride@|@koračati (krupnim koracima), korak unapred, napredovanje@
@strident@|@bučan, kreštav, piskav, prodoran@
@strife@|@borba, razdor, sukob, tuča@
@strike@|@izbaciti, otkucati, seći, štrajk, štrajkovati, udar, zapaliti@
@strike a pose@|@zauzeti pozu@
@strike back@|@uzvratiti udarac@
@strike down@|@oboriti (zakon)@
@striker@|@centarfor, štrajkač, strelac@
@striking@|@upadljiv@
@string@|@kanap, snabdeti žicom, žica@
@string beans@|@boranija@
@stringent@|@skučen@
@strings@|@veze@
@stringy@|@vlaknat, žilast@
@strip@|@kaiš, odrati, opljačkati, svući se, uska traka, uzan@
@stripe@|@širit, traka@
@stripling@|@mladić, momčić@
@strive@|@boriti se, nastojati, upinjati se@
@strode@|@past. od stride@
@stroke@|@milovati, potez, udarac@
@stroll@|@lutati, šetnja, skitnja@
@stroller@|@kolica za bebu, šetač@
@stronghold@|@tvrđava, uporište@
@strop@|@kaiš za oštrenje@
@strove@|@proš. od strive@
@struck@|@pp. od strike, proš. od strike@
@structural@|@strukturni@
@structure@|@gradnja, struktura@
@struggle@|@bitka, boriti se@
@strum@|@drndanje, nevešto svirati@
@strung@|@proš. od string@
@strut@|@dijagonala, šepuriti se@
@stubble@|@strnište, strnjika@
@stubborn@|@jogunast@
@stucco@|@malter, malterisati@
@stuck@|@pp. od stick, proš. od stick@
@stuck-up@|@ohol@
@stud@|@dugme@
@student@|@đak, student@
@studio@|@atelje@
@studious@|@marljiv, vredan@
@study@|@studija, studirati, učiti@
@stuff@|@ispuniti, materijal, popuniti, roba, štof@
@stuffy@|@zagušljiv@
@stumble@|@smetnja, spiticanje, spotaći se@
@stump@|@govornica, klada, panj, pikavac@
@stun@|@onesvestiti, ošamutiti, zaglušti, zapanjati@
@stung@|@proš. od sting@
@stunk@|@p.pr. od stink, past od stink@
@stunner@|@izuzetna ličnost@
@stunning@|@iznenadan@
@stunt@|@prestanak rasta@
@stupe@|@vruć oblog@
@stupefaction@|@zapanjenost, zaprepašćenost@
@stupefy@|@ošamutiti, preneraziti@
@stupid@|@budalast, glup@
@stupor@|@omama, ošamućenost, ukočenost@
@sturdy@|@jedar, krupan@
@sturgeon@|@jesetra@
@stutter@|@mucanje, zamuckivanje@
@sty@|@čmičak (na oku), svinjac@
@style@|@način, naslov, pisaljka, stil@
@stylet@|@bodež, kama@
@stylist@|@stilista@
@stylus@|@gramofonska igla@
@stymie@|@neugodan položaj (fig.)@
@suave@|@ulagivački@
@subaltern@|@potčinjen@
@subcommittee@|@podkomisija@
@subconscious@|@podsvestan@
@subdivide@|@deliti u grupe@
@subdue@|@obuzdati, ukrotiti@
@subject@|@podanik, podređen, podrediti, pokoriti, predmeti, stvar, zavisan@
@subjection@|@potčinjenost@
@subjective@|@subjektivan@
@subjoin@|@dodati, pridodati@
@subjugate@|@podjarmiti, pokoriti@
@subjunctive@|@konjunktiv, konjunktivni@
@sublease@|@podnajam@
@sublet@|@dati u podzakup@
@sublimate@|@sublimat, sublimirati@
@sublime@|@plemenit, uzvišen, uzvišenost, uzvisiti se@
@submarine@|@podmornica@
@submerge@|@potopiti, zagnjuriti se@
@submission@|@potčinjenost@
@submit@|@podneti, predati se@
@subordinate@|@potčiniti, potčinjen@
@suborn@|@podmititi@
@subplot@|@sporedna radnja u priči@
@subpoena@|@poziv u sud@
@subscribe@|@obavezati se, potpisati se, pretplatiti se@
@subscription@|@potpis, pretplata@
@subsequent@|@kasniji, potonji, sledći@
@subsequently@|@zatim@
@subserve@|@biti od koristi, služiti@
@subside@|@slegnuti se, smiriti se@
@subsidiary@|@pomoćan, pomoćna služba@
@subsidize@|@subvencionisati@
@subsidy@|@potpora, subvencija@
@subsist@|@izdržavati se, opstati@
@subsistence@|@opstanak@
@substance@|@bitnost, materija@
@substantial@|@bitan, solidan@
@substantiate@|@potkrepiti dokazima@
@substantive@|@imenica, suštinski@
@substation@|@podstanica@
@substitute@|@zamena, zameniti@
@substratum@|@niži sloj, osnova, podloga@
@sub-tenant@|@podstanar@
@subterfuge@|@izgovor, okolišanje@
@subterranean@|@podzeman@
@subtitle@|@podnaslov, titl (prevod stranog filma)@
@subtle@|@fin, prepreden@
@subtract@|@oduzeti@
@suburb@|@prdegrađe@
@subvention@|@novčana pomoć, subvencija@
@subversion@|@razaranje, rušenje@
@subversive@|@prevratnički, rušilački@
@subvert@|@oboriti, srušti@
@subway@|@podzemna železnica, podzemni hodnik@
@succeed@|@sledovati, uspeti@
@success@|@uspeh@
@successful@|@uspešan@
@succession@|@neprekidni niz, uzastopnost@
@successive@|@sledeći, uzastopan@
@successor@|@naslednik@
@succinct@|@kratak, sažet@
@succo(u)r@|@pomoć, pomoći@
@succulence@|@sočnost@
@succulent@|@sočan@
@succumb@|@klonuti, podleći, umreti@
@such@|@onakav, takav, tako@
@suck@|@sisati, usisavati@
@suckling@|@odojče, sisanče@
@sudden@|@iznenadan, neočekivan@
@suddenly@|@iznenada, neočekivano@
@suds@|@sapunica@
@sue@|@parničiti se, tužiti@
@suede@|@jelenja koža@
@suet@|@bubrežni loj@
@suffer@|@dopustiti, patiti@
@suffice@|@biti dovojan@
@sufficient@|@dovojan, umešan@
@suffix@|@dodatak, sufiks@
@suffocate@|@gušiti se, zagušti se@
@suffrage@|@glas, pravo glasa@
@suffuse@|@obliti, zaliti@
@sugar@|@šećer, zasladiti@
@sugar-beet@|@šećerna repa@
@sugar-cane@|@šećerna trska@
@suggest@|@predložiti, preporučiti@
@suggestion@|@nagoveštenje, predlog@
@suggestive@|@koji nagoveštava@
@suicidal@|@poguban, smrtonosan, ubitačan@
@suicide@|@samoubistvo, ubiti se@
@suit@|@biti podesan, odelo, parnica, pristajati, prosidba, serija, udesiti se, ugađanje, ugoditi@
@suite@|@nastavak, pratnja, svita@
@suitor@|@molilac, parničar, prosilac, tužitelj@
@sulk@|@zlovolja@
@sulky@|@natmuren, zlovoljan@
@sullen@|@natmuren, potišten, sumoran@
@sully@|@ukaljati, uprljati@
@sulphate@|@so sumporne kiseline, sulfit@
@sulphur@|@sumpor@
@sultan@|@sultan@
@sultry@|@izazovna, sparan, zagušljiv@
@sum@|@iznos, sabrati, sumirati, svota@
@summary@|@izvod, pregled@
@summer@|@letnji, leto, letovati@
@summer-house@|@baštenska kuća, senica@
@summit@|@vrh, vrhunac@
@summon@|@dozvati, nuditi predaju, poziv na sud@
@summons@|@poziv@
@sun@|@sunčati se, sunce@
@sunburnt@|@izgoreo od sunca@
@sunday@|@dan odmora, nedelja@
@sunder@|@razdvojiti@
@sundew@|@muholovka, rosika@
@sundial@|@sunčani sat@
@sundown@|@zalazak sunca@
@sundries@|@razna roba@
@sundry@|@različit, raznovrstan@
@sung@|@p.pr. od sing@
@sunk@|@p.pr. od sink@
@sunken@|@podzeman, potopljen, ugnut@
@sunlight@|@sunčeva svetlost@
@sunny@|@raspoložen, sunčan, vedar@
@sunrise@|@sunčev izlazak@
@sunset@|@zalazak sunca@
@sunstroke@|@sunčanica@
@sup@|@gutljaj, srkati, večerati@
@super@|@odlična roba, statista, suvišan čovek@
@superannuate@|@penzionisati nekog@
@superannuated@|@van upotrebe, vrlo star@
@superannuation@|@starosna granica@
@superb@|@sjajan@
@superficial@|@plitak, površan@
@superfine@|@najboljeg kvaliteta, najfiniji@
@superfluity@|@suvišak, višak@
@superfluous@|@suvišan@
@superhuman@|@natčovečanski@
@superintend@|@nadziravati, upravljati@
@superior@|@pretpostavljeni, viši@
@superlative@|@superlativ@
@superman@|@nadčovek@
@supernatural@|@natprirodan@
@supernumerary@|@prekobrojan, statista@
@supersede@|@smeniti, zameniti@
@superstition@|@sujeverje@
@superstructure@|@nadgradnja@
@supertax@|@prirez@
@supervene@|@proizići iz, sledovati za@
@supervise@|@nadgledati, nadziravati@
@supine@|@lenj, trom@
@supper@|@večera@
@supplant@|@istisnuti, zameniti@
@supple@|@gibak, mek, popustljiv@
@supplement@|@dopuniti@
@suppleness@|@gipkost, popustljivost@
@suppliant@|@molilac, preklinjući@
@supplicate@|@moliti@
@supplication@|@preklinjanje@
@supply@|@nabavka, snabdevati@
@support@|@oslonac, podrška, podupirati, pomoć, potpomagati, potpora@
@supporter@|@pristalica@
@suppose@|@misliti, pretpostavljati@
@supposititious@|@falsifikovan@
@suppress@|@suzbiti, uništiti@
@suppressive@|@koji guši@
@suppurate@|@gnojiti se@
@supremacy@|@nadmoć, vrhovna vlast@
@supreme@|@vrhovan@
@supreme court@|@vrhovni sud@
@surcharge@|@preopterećenje, preopteretiti@
@sure@|@nesumnjiv, siguran@
@surely@|@sigurno@
@surf@|@penušavi talas, razbijanje talasa@
@surface@|@poravnati, površina@
@surfeit@|@neumerenost, presićenost, zasititi se@
@surge@|@uzburkanost, veliki talas@
@surgeon@|@hirurg@
@surgical@|@hirurški@
@surly@|@natmuren, osoran@
@surmise@|@nagađanje, pretpostavka@
@surmount@|@nadvisiti, prebroditi, savladati@
@surname@|@prezime, prezime@
@surpass@|@nadmašiti, prevazići, prevazići@
@surplus@|@suvišan, višak@
@surprise@|@čuđenje, iznenađenje, iznenaditi@
@surrender@|@pokoriti se, predati se@
@surrender value@|@otkupna cena polise osiguranja@
@surreptitious@|@krišom urađen, potajan@
@surround@|@opkoliti, opsesti@
@surrounding@|@okolina, opkoljavanje@
@surtax@|@naknadni porez, prirez@
@surveillance@|@nadgledanje, nadzor@
@survey@|@nadzor, premeravanje@
@survival@|@preživljenje@
@survive@|@nadživeti, preživeti@
@susceptibility@|@osetljivost, prijemčivost@
@susceptible@|@prijemčiv@
@suspect@|@osumnjičiti, sumnjati, sumnjati, sumnjičiti, zazirati@
@suspend@|@lebdeti, obesiti, zaustaviti@
@suspense@|@neizvesnost, obustava, zastoj@
@suspension@|@privremena obustava, razrešenje dužnosti, vešanje@
@suspicion@|@nepoverenje, sumnja@
@suspicious@|@podozriv@
@sustain@|@dokazati, podržavati, potpomagati, pretrpeti, zadobiti@
@sustained@|@održiv@
@sustenance@|@ishrana, izdržavanje, sredstva za život@
@suture@|@šav, spojiti šavom, zašivanje@
@svelte@|@graciozan, vitak@
@swab@|@metla od like, počistiti metlom@
@swaddle@|@poviti u pelene@
@swagger@|@šepurenje@
@swain@|@pastir, seoski momak@
@swallow@|@lasta, progutati, trpeti, zalogaj@
@swam@|@proš. od swim@
@swamp@|@močvara, potopiti se, tonuti, zaglibiti@
@swan@|@labud@
@swank@|@elegantan, hvalisanje, razmetljiv@
@sward@|@busen, tratina, travnjak@
@swarm@|@jato, roj, rojiti se, rulja, vrveti@
@swarthy@|@crnomanjast, garav, opaljen suncem@
@swat@|@udariti, zgnječiti@
@swath@|@otkos (žita)@
@swathe@|@povoj, previti (ranu), zavooj@
@sway@|@kolebati se, prevaga, uprava, upravljati, uticaj, vlast@
@swear@|@kleti se, psovati, zakleti se@
@sweat@|@preznojavanje, znoj, znojiti se@
@sweater@|@vunena majica@
@swede@|@šveđanin, šveđanin@
@swedish@|@švedski, švedski jezik@
@sweep@|@očititi, zamah@
@sweeping@|@dalekosežan@
@sweet@|@milina, sladak, slatkiš, ugodan@
@sweet-brier@|@divlja ruža, šipak@
@sweeten@|@zasladiti@
@sweetheart@|@draga, dragi@
@sweetmeats@|@slatkiši@
@swell@|@nabreknuti, nadimati se, naduti se, oteklina@
@swelling@|@ispupčenost, oteklina@
@swelter@|@omorina, sparina@
@swept@|@pp. od sweep, proš. od sweep@
@swerve@|@skretanje, zaokret@
@swift@|@okretan@
@swig@|@gutljaj (pića)@
@swill@|@polivanje vodom, pomije@
@swim@|@plivanje, plivati@
@swimmingly@|@bez prepreka, glatko@
@swindle@|@obmana, varati@
@swine@|@svinja@
@swing@|@ljuljanje, ljuljati se, zamah@
@swinge@|@trlica, trljati (lan)@
@swinish@|@svinjski@
@swipe@|@snažan udarac, udariti, ukrasti (slang)@
@swirl@|@brazda na vodi, kovitljanje, vir, vrtlog@
@swish@|@fijukanje, zvižduk@
@swiss@|@švajcarac, švajcarka, švajcarski@
@switch@|@bič, bičevati, prekidač, preokrenuti, skrenuti, skretnica, ugasiti, upaliti, upaljač@
@swollen@|@p.pr. od swell@
@swoon@|@nesvestica@
@swoop@|@iznenadni napad, kidisanje, nalet, prepad@
@sword@|@mač@
@swore@|@proš. od swer@
@sworn@|@p.pr. od swear@
@swot@|@bubati@
@swum@|@p.pr. od swim@
@swung@|@proš. od swing@
@sycamore@|@egipatska smokva, javor, maklen, platan@
@sycophant@|@udvorica, ulizica@
@syllabic@|@silabički, slogovni@
@syllable@|@slog@
@sylvan@|@šumovit, šumski@
@symbol@|@simbol@
@symmetrical@|@podešen, simetričan, skladan@
@symmetry@|@simetrija@
@sympathetic@|@saosećajan@
@sympathize@|@saosećati@
@sympathy@|@saučešće, simpatija@
@symphony@|@simfonija@
@symptom@|@simptom@
@syncope@|@sinkopa@
@syndicate@|@sindikat@
@synonym@|@sinonim@
@synopsis@|@kratka sadržina, pregled@
@synoptic(al)@|@pregledan@
@syntax@|@sintaksa@
@synthesis@|@sinteza@
@synthetic@|@sintetičan@
@syphon@|@sifon@
@syrian@|@sirijac, sirijka, sirijski@
@syringe@|@ispirati, špric, ubrizgati, vatrogasni šmrk@
@syrup@|@sirup, tečni šećer@
@system@|@poredak, sistem, uređenje@
@systematic@|@sistematski@
@tab@|@jezičak, petlja, uvo@
@tabernacle@|@šator@
@table@|@lista, sto, tablice@
@tablecloth@|@čaršav za sto, stolnjak@
@tablet@|@beležnica, daščica, komad (sapuna), tableta@
@tabular@|@tabela, tabelaran@
@tabulate@|@sastaviti spisak, sastaviti tablicu@
@tacit@|@prećutan@
@taciturn@|@ćutljiv@
@tack@|@čavao@
@tackle@|@latititi se, pribor, prionuti@
@tacky@|@lepljiv@
@tact@|@takt, umešnost@
@tactical@|@taktičan@
@tactician@|@taktičar@
@tactics@|@taktika@
@tactile@|@opipljiv, osetan@
@tactless@|@netaktičan@
@tad@|@donekle@
@tadpole@|@punoglavac@
@tag@|@metalni vršak, okrajak, otrcana fraza, petlja, pločica s imenom, privezak@
@tag along@|@trčati@
@tail@|@rep@
@tailor@|@krojač, krojiti@
@taint@|@ljaga, mrlja, pokvariti (se), zaraza, zaraziti (se)@
@take@|@osvojiti, usvojiti, uzeti@
@take away@|@odneti, skloniti@
@take down@|@rasklopiti@
@take home@|@neto@
@take in@|@razgledati, suziti@
@take off@|@ne raditi, odraziti se, poleteti, skinuti, svući@
@take on@|@latiti se, pokupiti, primiti, snabdeti se@
@take out@|@dobiti, izvaditi, izvesti (devojku)@
@take out on@|@iskaliti se na nekome@
@take over@|@preuzeti (dužnost), prevladati, primiti@
@take up@|@nastaviti, odati se, odneti gore, oduzeti, sprijateljiti se@
@taken@|@p.p. od take@
@taken aback@|@preneražen, zapanjen@
@take-off@|@imitacija, karikiranje, odraz, poletanje@
@talc@|@talk@
@tale@|@izmišljotina, laž, pripovetka@
@talent@|@talenat@
@talk@|@govoriti, razgovarati se@
@talk down to@|@prilagoditi svoj način govora@
@talkative@|@brbljiv@
@tall@|@visok@
@tallow@|@slanina@
@tally@|@brojanje, daščica, dobiti poene, podudarati se@
@talon@|@kandža@
@tambour@|@doboš@
@tambourine@|@daire@
@tame@|@pitom, pripitomiti, ukrotiti@
@tameness@|@krotkost, pitomost@
@tamer@|@ukrotilac@
@tamp@|@nabiti, začepiti@
@tamp down@|@pritisnuti@
@tamper@|@falsifikovati, mešati se u (tuđe poslove), nagovarati, podmićivati@
@tan@|@štaviti@
@tandem@|@zaprega@
@tang@|@oštar ukus@
@tangent@|@dodirnica@
@tangerine@|@mandarina@
@tangible@|@opipljiv@
@tangle@|@zamršeno klube, zamrsiti se, zaplet, zbrka@
@tank@|@posuda za tečnost, potonuti, ribnjak, tenk@
@tankard@|@veliki vrč@
@tanker@|@brod cisterna, vagon cisterna@
@tanner@|@kožar, štavljač@
@tannery@|@kožarnica@
@tantalize@|@mučiti@
@tantamount@|@iste snage, iste vrednosti@
@tantamount to@|@isto što i@
@tantrum@|@nastup gneva@
@tap@|@crevo, lako udaranje, slavina@
@tape@|@pantljika, traka, trakasti metar, vrpca@
@taper@|@konus, slaba svetlost, tanka sveća, zašiljen@
@tape-recorder@|@magnetofon@
@tapering@|@zaoštrenost@
@tapestry@|@goblen, tapeti, tapiserija@
@tapeworm@|@pantljičara@
@tar@|@katran, katranisati@
@tardy@|@kasan, lagan, zakasneo@
@tare@|@grahorica, kukolj@
@target@|@cilj, meta, nišan@
@tariff@|@cena, taksa, tarifa@
@tarnish@|@gubiti boju@
@tarpaulin@|@nepromočiva tkanina@
@tarry@|@namazan katranom, odugovlačiti@
@tart@|@kiseo, opor, pita od voća, prostitutka@
@tartar@|@tatarin, tatarka, tatarski, tatarski jezik, zubni kamenac@
@task@|@dužnost, uposliti, zadatak@
@tassel@|@kićanka@
@taste@|@okusiti, probati, ukus@
@tasteless@|@neukusan@
@tatters@|@dronjak, krpa, staretinar@
@tattle@|@brbljati, dostaviti informaciju@
@tattle on@|@prijaviti nekoga@
@tattletale@|@dostavljač, prijavljivač@
@tattoo@|@povečerje, tetoviranje@
@taught@|@p.pr. od teach@
@taunt@|@podsmeh@
@taut@|@nategnut, zategnut@
@tavern@|@kafana, krčma@
@taw@|@kliker@
@tawdry@|@drečeći, neukusan@
@tawny@|@zlatast, žutosmeđ@
@tax@|@namet, porez, taksa, taksirati@
@taxi@|@kabina, taksi@
@taxidermist@|@koji preparira životinje@
@tea@|@čaj@
@teach@|@poučavati, učiti nekoga@
@teacher@|@nastavnik@
@teaching@|@nastava, nastavni@
@teacup@|@šolja za čaj@
@team@|@tim, zaprega@
@tea-party@|@čajanka@
@teapot@|@čajnik@
@tea-pot@|@čajnik@
@tear@|@rascep, rascepiti, raskinuti, suza@
@tease@|@golicati, zadirkivati@
@tea-spoon@|@čajna kašičica@
@teat@|@bradavica, sisa@
@tea-urn@|@samovar@
@technical@|@tehnički@
@technician@|@tehnički stručnjak@
@technics@|@tehničke nauke@
@technique@|@tehnika@
@technology@|@tehnologija@
@techy@|@razdražljiv@
@teddy bear@|@meca@
@teddy-bear@|@meca (igračka)@
@tedious@|@mučan@
@teem@|@obilovati, rađati@
@teenager@|@tinejdžer@
@teens@|@tinejdžeri@
@teeter@|@klackati se, teturati se@
@teeth@|@zubi@
@teetotaler@|@antialkoholičar@
@teetotaller@|@trezvenjak@
@telecast@|@prenos@
