@English@|@Dutch@
@trouble@|@bezwaar, moeilijkheid, strubbeling@
@troublesome@|@hinderlijk, lastig, pijnlijk, storend@
@trough@|@bak, drenkbak, eetbak, krib, trog@
@troupe@|@troep@
@trousers@|@broek, lange broek, pantalon@
@trout@|@forel@
@Troy@|@Troje@
@truck@|@truck, vrachtauto, vrachtwagen@
@truculent@|@militant, strijdlustig, vechtlustig@
@true@|@gegrond, gelijk hebbend, juist@
@truly@|@werkelijk, wezenlijk@
@trump@|@troef@
@trumpet@|@de trompet steken, toeten, toeteren@
@truncate@|@afknotten@
@trunk@|@boomstam, stam@
@trust@|@fiducie hebben in, vertrouwen@
@trustworthy@|@betrouwbaar, vertrouwd@
@truth@|@waarachtigheid, waarheid@
@try@|@pogen, streven, zich inspannen@
@T-shirt@|@T-shirt@
@Tsonga@|@Tsonga, Tsonga-taal@
@T-square@|@winkelhaak@
@Tswana@|@Tswana, Tswana-taal@
@tub@|@bak, kuip, teil, tobbe@
@tube@|@binnenband, luchtband, luchtpijp@
@tuberculosis@|@longtering, tering, tuberculose@
@Tuesday@|@dinsdag@
@tuft@|@bos, bosje, dot, kuif, kuifje, pluk@
@tug@|@rukken@
@tugboat@|@sleepboot@
@tulip@|@tulp@
@tummy@|@buik@
@tumor@|@gezwel, tumor@
@tumour@|@gezwel, tumor@
@tumult@|@getier, herrie, rel, roerigheid@
@tuna@|@tonijn@
@tuna-fish@|@tonijn@
@tune@|@in een stemming brengen, stemmen@
@tuneful@|@melodieus, melodisch, zangerig@
@tunic@|@tuniek@
@Tunis@|@Tunis@
@Tunisia@|@Tunesië@
@Tunisian@|@Tunesiër@
@tunnel@|@tunnel@
@tunny@|@tonijn@
@Turin@|@Turijn@
@Turk@|@Turk@
@turkey@|@kalkoen@
@Turkey@|@Turkije@
@Turkish@|@Turks@
@Turkoman@|@Turkmeen@
@turn@|@anders maken, veranderen@
@turnip@|@knol, knolraap, koolzaad, raap@
@turnover@|@omzet@
@turnpike@|@autobaan, autosnelweg@
@Tuscany@|@Toscane@
@tutor@|@onderwijzen, opvoeden@
@TV@|@televisie@
@Twelfth-night@|@Driekoningen@
@twelve@|@twaalf@
@twenty@|@twintig@
@twenty-one@|@eenentwintig@
@twice@|@twee keer, tweemaal@
@twich@|@tic, tijk, trekking@
@twig@|@rank, rijs, twijg@
@twilight@|@halfdonker, schemer, schemerdonker@
@twin@|@tweeling-@
@twine@|@vlechten@
@twins@|@tweeling@
@twist@|@kronkelen@
@twitter@|@kwetteren, piepen, sjilpen, tjilpen@
@two@|@twee@
@type@|@drukletter@
@typeset@|@zetten@
@typewriter@|@schrijfmachine@
@typhoon@|@tyfoon@
@typhus@|@tyfus@
@typical@|@eigenaardig, typisch@
@typist@|@typiste@
@tyrannize@|@ringeloren, tiranniseren@
@tyrant@|@dwingeland, geweldenaar, tiran@
@tyre@|@band, luchtband, pneumatiek@
@udder@|@pram, uier@
@Uganda@|@Oeganda@
@Ugandan@|@Oegandees@
@ugly@|@lelijk@
@Ukraine@|@Oekraïne@
@Ukrainian@|@Oekraïens@
@ulcer@|@zweer@
@ultimately@|@eindelijk, per saldo, ten slotte@
@ultimatum@|@ultimatum@
@Ulysses@|@Odysseus@
@umbrella@|@paraplu@
@umpire@|@arbiter, scheidsrechter@
@un-@|@im-, in-, on-@
@unabbreviated@|@onverkort@
@unanimous@|@eenparig, eensgezind@
@unarmed@|@ongewapend@
@uncharted@|@niet in kaart gebracht@
@uncle@|@oom@
@unclean@|@morsig, onrein, smerig, vies, vuil@
@unconscious@|@bewusteloos, buiten kennis@
@uncooked@|@ongekookt, rauw@
@uncouple@|@afhaken, afkoppelen, ontkoppelen@
@uncover@|@ontdekken@
@under@|@beneden@
@underestimate@|@onderschatten, onderwaarderen@
@undergarment@|@onderkleding@
@underground@|@metro@
@underhand@|@achterbaks, stiekem@
@underhanded@|@geveinsd, onoprecht, slinks@
@underline@|@onderstrepen@
@undermine@|@ondergraven, ondermijnen@
@underneath@|@beneden, daarbeneden, onder@
@underpants@|@onderbroek@
@understand@|@begrijpen, beseffen, bevatten@
@understandable@|@begrijpelijk, bevattelijk@
@understanding@|@betrekking, omgang, verband@
@undertake@|@ondernemen@
@underwater@|@onderwater-@
@undoubtedly@|@bepaald, ongetwijfeld, zeker@
@undress@|@duster, negligé, ochtendjas, peignoir@
@undulate@|@golven@
@unemployed@|@werkeloos, werkloos@
@unemployment@|@werkeloosheid, werkloosheid@
@unexpectedly@|@eensklaps, onverwachts@
@unfortunate@|@ongelukkige@
@unfortunately@|@helaas, jammer, jammer genoeg@
@unhappy@|@ongelukkig@
@unhook@|@afhaken, loshaken@
@unicorn@|@eenhoorn@
@unified@|@eendrachtig@
@uniform@|@tenue, uniform@
@unilateral@|@eenzijdig@
@unimportant@|@goedaardig, onbelangrijk@
@unintelligible@|@onbegrijpelijk, ondoorgrondelijk@
@unintentional@|@ongewild, onopzettelijk@
@union@|@unie@
@unique@|@enig, uniek@
@unit@|@eenheid, unit@
@unite@|@aaneenvoegen, bijeenbrengen@
@united@|@verenigd@
@unity@|@eendracht, eenheid, samenhang@
@universal@|@algemeen, universeel@
@universe@|@heelal, schepping, universum@
@university@|@academie, universiteit@
@unkempt@|@ongekamd@
@unkind@|@bars, honds, nors, nurks, onaardig@
@unknown@|@onbekend@
@unlash@|@losmaken@
@unlearn@|@afleren, afwennen@
@unless@|@tenzij@
@unload@|@afladen, lossen, uitladen@
@unlock@|@ontsluiten@
@unmarried@|@ongehuwd, ongetrouwd@
@unoccupied@|@leeg, onbezet, open, vrij@
@unordinary@|@ongewoon, zonderling@
@unpack@|@uitpakken@
@unpleasant@|@bars, honds, nors, nurks, onaardig@
@unrest@|@storing@
@unripe@|@onrijp, onvoldragen@
@unroll@|@afwikkelen, ontrollen, uitrollen@
@unseemly@|@misplaatst, ongepast@
@unseen@|@ongezien@
@unsound@|@aangestoken, wormig, wormstekig@
@untidiness@|@morsigheid, onreinheid, viesheid@
@untidy@|@borstelig, rechtopstaand, ruigharig@
@untie@|@afbinden, losbinden, losmaken@
@until@|@binnen, tot, totdat, voor@
@untroubled@|@helder, onbezorgd, sereen@
@untrue@|@onwaar@
@unusual@|@ongebruikelijk, ongewoon@
@unwell@|@niet lekker, onwel@
@up@|@naar boven, omhoog, op, opwaarts@
@upholster@|@opvullen, opzetten, vullen@
@upload@|@uploaden@
@upon@|@aan, op@
@upper@|@bovenste@
@upset@|@bedremmeld, beduusd, beteuterd@
@upstairs@|@boven@
@up-to-date@|@actueel@
@upwards@|@naar boven, omhoog, op, opwaarts@
@Ural@|@Oeral@
@uranium@|@uranium@
@Uranus@|@Uranus@
@urban@|@stads, stads-, stedelijk@
@urge@|@aansporen, aanvuren, aanwakkeren@
@urgency@|@aandrang@
@urgent@|@brandend, dringend, spoedeisend@
@urgently@|@met spoed, urgent@
@urinate@|@een plas doen, piesen, pissen@
@urine@|@pies, pis, urine@
@Uruguay@|@Uruguay@
@Uruguayan@|@Uruguayaans@
@us@|@aan ons, ons@
@USA@|@Verenigde Staten van Amerika@
@use@|@aanwending, toepassing@
@used@|@afgewerkt, gebruikt@
@useful@|@bevorderlijk, dienstig, nuttig@
@useless@|@nutteloos, onbruikbaar@
@user@|@gebruiker@
@USSR@|@Sovjet-Unie@
@usual@|@gebruikelijk, gewoon@
@usually@|@gewoonlijk@
@usurp@|@kraken, overweldigen, usurperen@
@usury@|@woekerrente, woekerwinst@
@uterus@|@baarmoeder@
@utility@|@utility@
@utilize@|@exploiteren, uitbuiten, uitmelken@
@Utopia@|@Utopia@
@utopian@|@utopisch, utopistisch@
@Utrecht@|@Utrecht@
@utter@|@ontlokken, slaken, uitbrengen@
@Uzbek@|@Oezbeek@
@Uzbekistan@|@Oezbekistan@
@Vaal@|@Vaal@
@vacant@|@leeg, onbezet, open, vrij@
@vacation@|@vakantie@
@vaccinate@|@inenten, vaccineren@
@vaccine@|@entstof, vaccin, vaccine@
@vacuum@|@luchtledige ruimte, vacuüm@
@vacuum-cleaner@|@fopspeen, speen@
@vagabond@|@vagebond, zwerver@
@vagina@|@schede, vagina@
@vain@|@ijdel, nutteloos, vergeefs@
@Valhalla@|@Walhalla@
@valiant@|@boud, dapper, kloek, koen, moedig@
@valid@|@gangbaar, geldend, geldig, vigerend@
@validate@|@geldig verklaren@
@valise@|@handkoffer, koffer, valies@
@Valkyrie@|@walküre@
@valley@|@dal, vallei@
@valuable@|@kostbaar, waardevol@
@value@|@gehalte, waarde@
@valve@|@klep, schuif@
@van@|@bestelauto, bestelwagen@
@vandal@|@straatschender, vandaal@
@vanilla@|@vanille@
@vanity@|@ijdelheid, nietigheid@
@vapor@|@damp, stoom, wasem@
@vapour@|@damp, stoom, wasem@
@variable@|@afwisselend, veranderlijk, wisselend@
@varied@|@menigvoudig, menigvuldig, verschillend@
@variety@|@afwisseling, variatie, variëteit@
@various@|@menigvoudig, menigvuldig, verschillend@
@varnish@|@lakken, verlakken@
@vary@|@afwisselen, variëren, werken@
@vase@|@pot, pul, vaas, vat@
@vaseline@|@vaseline@
@vassal@|@leenman, vazal@
@vast@|@breedvoerig, groot, royaal, ruim@
@vat@|@bak, kuip, teil, tobbe@
@VAT@|@BTW@
@Vatican@|@Vaticaan@
@vault@|@bol, gewelf@
@veal@|@kalfsbout, kalfsvlees@
@vegetable@|@groente@
@vegetarian@|@vegetarisch@
@vegetate@|@groeien, vegeteren@
@vegetation@|@gewas, plant@
@vehicle@|@vehikel, voertuig, wagen@
@veil@|@omsluieren, sluieren@
@vein@|@aderen, marmeren@
@velvet@|@fluwelen@
@vend@|@overdoen, tappen, verhandelen@
@Venda@|@Venda, Vendataal@
@venereal@|@geslachts-, venerisch@
@Venetian@|@Venetiaans@
@Venezuela@|@Venezuela@
@Venezuelan@|@Venezolaans@
@vengeance@|@wraak@
@Venice@|@Venetië@
@ventilate@|@luchten, spuien, uitluchten@
@ventilator@|@ventilator, wan@
@venture@|@aandurven, zich wagen aan@
@Venus@|@Venus@
@veranda@|@veranda@
@verb@|@werkwoord@
@verbatim@|@naar de letter, woordelijk@
@verdict@|@judicium, sententie, uitspraak, vonnis@
@verify@|@aflezen, checken, controleren@
@vermin@|@ongedierte@
@verse@|@couplet, strofe@
@version@|@uitvoering, versie@
@vertebra@|@wervel@
@vertical@|@rechtopstaand, verticaal@
@vertigo@|@duizeligheid, duizeling@
@verve@|@gloed, pittigheid, sappigheid, spirit@
@very@|@bijster, bijzonder, erg, heel@
@vessel@|@bak, doos, etui, foedraal, koker, pot@
@vest@|@hemd@
@Vesta@|@Vesta@
@vestal@|@Vestaalse maagd, vestale@
@Vesuvius@|@Vesuvius@
@veteran@|@oudgediende, veteraan@
@veterinarian@|@dierenarts@
@vex@|@bedroeven, ergeren, grieven@
@vibrate@|@trillen, vibreren@
@vibration@|@trilling, vibratie@
@vicar@|@pastoor@
@vice@|@gebrek, ondeugd@
@vice-president@|@ondervoorzitter, vice-president@
@vice-versa@|@achterstevoren, andersom, omgekeerd@
@vicinity@|@nabijheid@
@vicious@|@boosaardig, hatelijk, kwaadaardig@
@victim@|@dupe, getroffene, slachtoffer@
@victory@|@overwinning, victorie, zege@
@video-recorder@|@videorecorder@
@videotape@|@videoband@
@Vienna@|@Wenen@
@Viennese@|@Weens@
@Vietnam@|@Vietnam@
@Vietnamese@|@Vietnamees@
@view@|@uitzicht@
@viewpoint@|@gezichtspunt, standpunt@
@vigour@|@activiteit, bedrijvigheid@
@Viking@|@viking@
@vile@|@gemeen, infaam, laag, laaghartig@
@villa@|@buiten, buitenverblijf, landhuis@
@village@|@dorp, plaats@
@vine@|@wijnberg, wijngaard@
@vinegar@|@azijn, edik@
@vineyard@|@wijngaard@
@violate@|@aanranden, een aanslag plegen op@
@violence@|@geweld, geweldpleging@
@violently@|@met geweld@
@violet@|@paars, pimpelpaars, violet@
@violin@|@viool@
@viper@|@adder@
@virgin@|@maagdelijk, ongerept@
@virginal@|@maagdelijk, ongerept@
@Virgo@|@Maagd@
@virility@|@manmoedigheid, mannelijkheid@
@virtual@|@virtueel@
@virtue@|@degelijkheid, deugdelijkheid@
@virtuoso@|@virtuoos@
@virus@|@virus@
@visa@|@visum@
@Vishnu@|@Visjnoe@
@visible@|@zichtbaar@
@Visigoth@|@Visigoot, Westgoot@
@vision@|@droombeeld, gezicht, visioen@
@visit@|@afgaan, bezoeken, opzoeken@
@visitor@|@bezoeker@
@visual@|@zichtbaar@
@vital@|@vitaal@
@vitamin@|@vitamine@
@vivacious@|@meeslepend, pittig, smeuïg, vurig@
@vivacity@|@gloed, pittigheid, sappigheid, spirit@
@viz.@|@in naam, namelijk, te weten@
@vocabulary@|@vocabulaire, woordenschat@
@vocation@|@beroep@
@vodka@|@wodka@
@void@|@hol, ledig, leeg, lens, loos@
@Volapuk@|@Volapük@
@volcano@|@vulkaan, vuurspuwende berg@
@Volga@|@Wolga@
@volley@|@bergstroom, stroom, vloed@
@Volt@|@volt@
@Volta@|@Volta@
@voltage@|@spanning, voltage@
@volume@|@geluidssterkte, inhoud, volume@
@voluntarily@|@uit vrije wil, vrijwillig@
@voluntary@|@vrijwillig@
@volunteer@|@volontair, vrijwilliger@
@voluptuous@|@geil, wellustig, wulps@
@vomit@|@braken, kotsen, overgeven, spugen@
@vote@|@balloteren, kiezen, stemmen@
@vow@|@plechtig beloven@
@vowel@|@klinker, vocaal, vokaal@
@voyage@|@reis, tocht, toer, trip@
@Vulcan@|@Vulcanus@
@vulgar@|@onbenullig, plat, triviaal, vulgair@
@vulture@|@aasgier@
@W@|@W@
@wadding@|@watten@
@wade@|@flodderen, plassen, waden@
@wafer@|@wafeltje@
@waffle@|@oblie, wafel@
@wage@|@bezoldiging, gage, loon, salaris@
@wager@|@wedden@
@wages@|@bezoldiging, gage, loon, salaris@
@waggon@|@spoorwagen, wagon@
@wah@|@wa@
@wail@|@steen en been klagen, weeklagen@
@wainscot@|@beschot, dashboard, instrumentenbord@
@waist@|@leest, middel, taille@
@waistcoat@|@herenvest, vest@
@waistline@|@leest, middel, taille@
@wait@|@afhalen, te wachten staan, wachten@
@waiter@|@kelner@
@waiting-room@|@wachtkamer@
@waitress@|@serveerster@
@wake@|@opwekken, wakker maken, wekken@
@Walachia@|@Walachije@
@Wales@|@Wales@
@Walhalla@|@Walhalla@
@walk@|@lopen, marcheren, tippelen@
@Walkyrie@|@walküre@
@wall@|@muur, wand@
@Wallachia@|@Walachije@
@wallet@|@portefeuille@
@wallflower@|@muurbloem@
@Wallonia@|@Wallonië@
@Walloon@|@Waals@
@wall-painting@|@muurschildering, wandschildering@
@wallpaper@|@behang@
@wall-tile@|@muurtegel@
@walnut@|@okkernoot, walnoot@
@walnut-tree@|@noteboom, walnoot, walnoteboom@
@waltz@|@wals@
@wand@|@gard, roede, spitsroede, stokje@
@wander@|@rondreizen, rondtrekken, trekken@
@wane@|@afnemen, dalen, kleiner worden@
@want@|@begeerte, lust, verlangen, wens, zin@
@war@|@krijg, oorlog@
@wardrobe@|@hangkast, kleerkast@
@warehouse@|@magazijn, pakhuis, warenhuis@
@wares@|@handelswaar, koopwaar@
@warlock@|@duivelskunstenaar, tovenaar@
@warm@|@warm@
@warn@|@waarschuwen@
@warning@|@tip, waarschuwing@
@warrant@|@borg staan voor, garanderen@
@Warsaw@|@Warschau@
@wart@|@wrat@
@wash@|@de was doen, uitwassen, wassen@
@washable@|@afneembaar@
@washroom@|@wasgelegenheid, washok, wasinrichting@
@wasp@|@wesp@
@waste@|@opmaken, verdoen, verklungelen@
@wasted@|@verspild@
@watch@|@horloge, polshorloge@
@watchmaker@|@horlogemaker, klokkenmaker@
@watchman@|@klepperman, nachtwacht, waker@
@watchword@|@devies, leus, leuze, lijfspreuk@
@water@|@water@
@water-@|@water-@
@water-bottle@|@veldfles@
@water-buffalo@|@waterbuffel@
@water-closet@|@watercloset, WC@
@water-colour@|@aquarel, waterverfschilderij@
@waterfall@|@waterval@
@watering-can@|@gieter@
@water-melon@|@watermeloen@
@watt@|@watt@
@Watt@|@watt@
@wave@|@gebaren, wuiven, zwaaien@
@waver@|@aarzelen, waggelen, wankelen, wiebelen@
@wavering@|@aarzeling, geweifel, hapering@
@wax@|@schoencrème, schoensmeer@
@way@|@gebruik, gewoonte, usance@
@we@|@ons, we, wij@
@weak@|@licht, zwak@
@weaken@|@aanlengen@
@weakly@|@lichtjes, zwak, zwakjes@
@wealth@|@rijkdom@
@wealthy@|@gefortuneerd, rijk, vermogend@
@weapon@|@wapen@
@wear@|@brengen, dragen, voeren, voorhebben@
@weary@|@vervelend@
@weasel@|@marter, wezel@
@weather@|@weder, weer, weersomstandigheden@
@weave@|@weven@
@weaver-bird@|@wevervogel@
@wed@|@in de echt verbinden, trouwen@
@wedding@|@bruiloft, bruiloftsfeest@
@wedding-party@|@bruiloft, bruiloftsfeest@
@wedge@|@een wig slaan, een wig steken@
@Wednesday@|@woensdag@
@weed@|@schoffelen, wieden@
@week@|@week@
@week-end@|@weekeinde, weekend@
@weekly@|@elke week, wekelijks@
@weep@|@huilen, traanogen, tranen@
@weigh@|@afwegen, het gewicht bepalen, wegen@
@weight@|@gewicht@
@weightlessness@|@gewichtloosheid@
@weighty@|@zwaarwichtig@
@weird@|@bizar@
@welcome@|@feestelijk inhalen@
@weld@|@lassen, wellen@
@welder@|@lasser@
@well@|@goed, nu goed@
@well-being@|@gezondheid, goede gezondheid, wel@
@well-informed@|@geleerd, ontwikkeld@
@well-known@|@bekend, vertrouwd@
@well-mannered@|@beschaafd, welgemanierd, wellevend@
@well-off@|@gefortuneerd, rijk, vermogend@
@Welsh@|@Wels@
@Welshman@|@Welshman@
@Weser@|@Wezer@
@west@|@west, westen@
@West@|@west, westen@
@Westener@|@westerling, Westerling@
@western@|@westelijk, westers, Westers@
@Westphalia@|@Westfalen@
@wet@|@nat@
@whack@|@afranselen@
@whale@|@walvis@
@wharf@|@aanlegplaats, kaai, kade, perron, wal@
@what@|@dat, hetgeen, wat@
@what?@|@wat?@
@whatchamacallit@|@dinges@
@whatever@|@wat dan ook@
@wheat@|@tarwe, weit@
@wheel@|@rad, wiel@
@wheelbarrow@|@kruiwagen@
@wheezy@|@aamborstig, astmatisch, kortademig@
@when@|@als, toen, wanneer@
@when?@|@wanneer?@
@where@|@waar@
@where?@|@waar?@
@wherever@|@waar dan ook@
@whether@|@hè, hetzij, of@
@which@|@dat, die, hetwelk, welk, welke, wie@
@while@|@gedurende, staande, terwijl@
@whilst@|@gedurende, onder, staande, terwijl@
@whim@|@bevlieging, bui, gril, kuur, nuk@
@whinny@|@hinniken@
@whip@|@doorroeren, omroeren, roeren@
@whirl@|@doorroeren, omroeren, roeren@
@whiskey@|@whisky@
@whisky@|@whisky@
@whisper@|@fluistering, gefluister@
@whist@|@whist@
@whistle@|@fluiten, gieren@
@white@|@blanco, blank, oningevuld, wit@
@white-wash@|@witkalk, witsel@
@Whitsunday@|@Pinksteren, Pinksterfeest@
@who@|@dat, die, hetwelk, welk, welke, wie@
@who?@|@welk?, welke?, wie?@
@whole@|@compleet, gans, geheel, vol@
@whole-hearted@|@hartgrondig@
@wholesale@|@in het groot@
@wholly@|@finaal, heel, helemaal@
@whore@|@hoer, lichtekooi, prostituée@
@whose@|@waarvan, welks, wie d'r, wie z'n@
@whose?@|@wie d'r?, wie z'n?, wiens?, wier?@
@why@|@hoezo, waarom@
@why?@|@hoezo?, waarom?@
@wick@|@kousje, lampepit, lont, pit@
@wide@|@breedvoerig, groot, royaal, ruim@
@widow@|@weduwe@
@widower@|@weduwnaar@
@width@|@breedte, ruimheid, wijdte@
@wife@|@echtgenote, eega, gemalin, vrouw@
@wig@|@pruik@
@wild@|@wild, woest@
@wildebeest@|@gnoe, wildebeest@
@will@|@testament, uiterste wil, verbond@
@willing@|@gewillig, vrijwillig@
@willingly@|@gaarne, graag@
@willingness@|@wil@
@willow@|@wilg@
@willy@|@piemel, plasser, plassertje@
@win@|@behalen, verdienen, winnen@
@wind@|@op een klos winden, spoelen, winden@
@wind-instrument@|@blaasinstrument@
@windlessness@|@windstilte@
@window@|@raam, venster@
@window-frame@|@kozijn, raamkozijn, vensterkozijn@
@window-glass@|@ruit@
@windpipe@|@luchtpijp@
@wine@|@wijn@
@wing@|@vlerk, vleugel@
@winged@|@aangeschoten@
@winter@|@winter@
@wipe@|@afdrogen, afvegen, afwissen, wissen@
@wire@|@draad, metaaldraad@
@wireless@|@draadloze, radio@
@wisdom@|@wijsheid@
@wise@|@verstandig, vroed, wijs@
@wish@|@begeren, trek hebben in, verkiezen@
@wit@|@boegspriet, spriet@
@witch@|@heks, kol, tovenares, toverheks@
@witchcraft@|@toverij@
@with@|@met, samen met@
@withdraw@|@intrekken, terugtrekken@
@wither@|@kwijnen, verdorren, verflensen@
@withhold@|@achterhouden@
@within@|@binnen, in, per, te@
@without@|@gespeend van, ontbloot van@
@withstand@|@bezwaar hebben tegen, standhouden@
@witness@|@getuige@
@witticism@|@geestigheid, kwinkslag, mop, ui@
@witty@|@ad rem, geestig, gevat, snedig@
@wizard@|@duivelskunstenaar, tovenaar@
@wizardry@|@toverij@
@woe@|@ach, wee@
@wolf@|@wolf@
@woman@|@vrouw@
@woman-chaser@|@Don Juan@
@womb@|@baarmoeder@
@wonder@|@zich verbazen, zich verwonderen@
@wonderful@|@verwonderend, wonderbaar@
@wonted@|@gebruikelijk, gewoon@
@woo@|@het hof maken, scharrelen, vrijen@
@wood@|@hout@
@woodpecker@|@specht@
@woodpile@|@brandstapel, houtmijt, mijt@
@woods@|@bos, woud@
@wool@|@wollen@
@word@|@bewoording, woord@
@word-for-word@|@naar de letter, woordelijk@
@work@|@functioneren, het doen@
@work-basket@|@naaimandje@
@workbench@|@bank, bok, ezel, rek, schraag@
@worker@|@werker@
@workhouse@|@aalmoezeniershuis, armhuis@
@workman@|@arbeider, werker, werkkracht, werkman@
@workplace@|@atelier, werkplaats@
@works@|@oeuvre, werken@
@workshop@|@werkplaats@
@world@|@aardrijk, wereld@
@worldglobe@|@aardbol, globe, wereldbol@
@worldwar@|@wereldoorlog@
@worldwide@|@wereldwijd@
@worm@|@worm, wurm@
@worm-eaten@|@aangestoken, wormig, wormstekig@
@worn@|@op, versleten@
@worries@|@muizenissen@
@worry@|@bezorgd zijn, zich bekommeren, zorgen@
@worship@|@aanbidding, adoratie@
@worshipper@|@aanbidster, vereerster@
@worth@|@gehalte, waarde@
@worthless@|@nietswaardig, voos, waardeloos@
@worthy@|@eerzaam, waar, waardig@
@wound@|@aanschieten@
@wounded@|@aangeschoten@
@wrangle@|@kiften, kijven, krakelen, ruzie maken@
@wrapper@|@banderol, kruisband, wikkel@
@wrapping-paper@|@kaftpapier@
@wreath@|@guirlande, slinger, slingerkrans@
@wreathe@|@vlechten@
@wren@|@winterkoninkje@
@wrench@|@sleutel@
@wrest@|@afdwingen, afpersen, knevelen@
@wrestle@|@kampen, worstelen@
@wretched@|@belabberd, ellendig, miserabel@
@wring@|@afdwingen, afpersen, knevelen@
@wrinkle@|@fronsen, rimpelen@
@wrist@|@handwortel, pols@
@wrist-watch@|@horloge, polshorloge@
@writ@|@aanschrijving, schriftelijk bevel@
@write@|@neerschrijven, schrijven, uitschrijven@
@writer@|@auteur, schrijver, stilist@
@writhe@|@spartelen, worstelen, zich aftobben@
@writing@|@geschrift, schriftuur@
@writing-desk@|@bureau, schrijfbureau, schrijftafel@
@writing-paper@|@briefpapier, postpapier, schrijfpapier@
@written@|@schriftelijk@
@wrong@|@foutief, onjuist, verkeerd@
@X@|@X@
@xerographic@|@xerografisch@
@xerography@|@fotokopie@
@Xhosa@|@Xhosa-@
@X-rays@|@röntgenstralen, X-stralen@
@Y@|@Griekse y, ypsilon@
@yacht@|@jacht@
@Yalta@|@Jalta@
@yard@|@ra, yard@
@yawn@|@gapen, wijd openstaan@
@year@|@jaar@
@yearly@|@jaarlijks@
@yearn@|@hunkeren, reikhalzen, verlangen@
@yeast@|@gist@
@yell@|@blèren, brullen, bulderen, gillen@
@yellow@|@geel@
@Yemen@|@Jemen@
@Yemeni@|@Jemenitisch@
@yen@|@het volgende@
@yes@|@ja, jawel@
@yesterday@|@gisteren@
@yet@|@nog@
@Yggdrasil@|@Yggdrasil@
@Yggdrasill@|@Yggdrasil@
@Yiddish@|@Jiddisch@
@yield@|@afstaan, het veld ruimen@
@Ymir@|@Ymir@
@yodel@|@jodelen@
@yoga@|@yoga@
@yoghourt@|@joghurt, yoghurt@
@yoghurt@|@joghurt, yoghurt@
@yoke@|@aanspannen, het juk opleggen@
@yonder@|@aldaar, daar, daarginds, er, ginds@
@you@|@aan je, aan jou, je, jou@
@young@|@aankomend, beginnend@
@youngster@|@borst, jongeheer, jongeling@
@your@|@je, jouw@
@yours@|@de jouwe, het jouwe@
@yourself@|@jijzelf, uzelf@
@youth@|@jeugd, jeugdigheid@
@Ypres@|@Ieper@
@Yugoslav@|@Joegoslavisch@
@Yugoslavia@|@Joegoslavië, Zuid-Slavië@
@Yugoslavian@|@Joegoslavisch@
@Yule@|@Joelfeest, Kerstfeest@
