@Malay@|@English@
@stesen@|@station@
@sua@|@to meet, to encounter, to join@
@suai@|@suitable, fit, appropriate@
@suai kenal@|@orientation@
@suam@|@lukewarm, feverish@
@suami@|@husband@
@suap@|@to feed, to bribe@
@suara@|@voice@
@suara hati@|@conscience@
@suara ramai@|@opinion of the majority@
@suasana@|@mood, atmosphere, situation, circumstances@
@suatu@|@one, a@
@subahat@|@accomplice@
@subang@|@ear-ring, ear-stud@
@subuh@|@dawn@
@subur@|@flourishing, healthy, fertile@
@suci@|@chaste, pure, virtuous, holy@
@sudah@|@already, finished@
@sudah@|@already (auxiliary word for past tense)@
@sudah-sudah@|@past, bygone@
@sudahlah@|@that's enough@
@sudahnya@|@finally@
@sudi@|@willing@
@sudip@|@wooden ladle@
@sudu@|@spoon@
@sudut@|@corner, angle, aspect, point of view@
@sugul@|@sadness, grief, sorrow@
@suhu@|@temperature@
@sujud@|@prostrate (in prayer)@
@suka@|@to like@
@suka@|@like, enjoy@
@suka hati@|@delighted, happy@
@suka ria@|@gay, happy@
@sukacita@|@glad, happy, cheerful@
@sukacita@|@happy@
@sukan@|@sport@
@sukar@|@difficult, hard@
@sukarela@|@voluntary@
@sukarelawan@|@volunteer@
@sukat@|@quantity, capacity@
@sukatan@|@measurement, assessment@
@suku@|@quarter@
@suku@|@a quarter@
@suku bangsa@|@tribe@
@suku kata@|@a syllable@
@suku-sakat@|@family, clan@
@sula@|@to impale@
@sulah@|@bald@
@sulam@|@to embroider@
@sulaman@|@embroidery@
@suling@|@distilled@
@sulit@|@secret, confidential, difficult@
@sultan@|@Muslim ruler@
@sultanah@|@Muslim ruler's consort@
@suluh@|@a torch@
@sulung@|@the first, the eldest@
@sulur@|@tendril@
@sumbang@|@to donate, to contribute, indecent, immoral@
@sumbangan@|@contribution@
@sumbangsih@|@contribution, aid, alms@
@sumbat@|@cork, stopper, tight (hole)@
@sumber@|@source, resource@
@sumbing@|@torn, split@
@sumbu@|@horn of a rhinoceros@
@sumpah@|@oath, solemn promise@
@sumpah-sumpah@|@chameleon@
@sumpahan@|@curse@
@sumpit@|@shoot with a blow-pipe@
@sumpitan@|@blow-pipe@
@sumsum@|@bone marrow@
@sumur@|@a well@
@sunat@|@circumcision@
@sungai@|@river@
@sungguh@|@really, very@
@sungguh@|@true, real, indeed@
@sungguh-sungguh@|@truly, really, indeed, ernestly@
@sungguhpun@|@although@
@sungkur@|@to lower one's head, a shovel@
@sungut@|@feeler, antenna@
@sungut-sungut@|@feeler, antenna@
@sunti@|@a female child@
@suntik@|@to inject, to inoculate, to vaccinate@
@suntikan@|@injection, inoculation, vaccination@
@sunting@|@an ornament worn in the hair@
@suntuk@|@short of time, overdue@
@sunyi@|@quiet, lonely@
@supaya@|@so that@
@supaya@|@so that, in order to@
@surah@|@a chapter of the Koran@
@surai@|@to disperse, tress, horse's mane@
@suram@|@gloomy, hazy, dim@
@surat@|@letter@
@surat khabar@|@newspaper@
@suratkhabar@|@newspaper@
@surau@|@Muslim prayer house@
@suri@|@queen@
@suri rumah@|@housewife@
@suri rumahtangga@|@housewife@
@suria@|@the sun@
@suruh@|@to order or instruct@
@suruhan@|@an order@
@suruhanjaya@|@commission@
@surut@|@to subside, to ebb, to decrease@
@susah@|@difficult, misery, worry@
@susah@|@difficult@
@susah hati@|@worried, troubled@
@susah-susah@|@to bother, to take the trouble@
@susila@|@ethical@
@susu@|@milk@
@susuh@|@a spur (of cock)@
@susuk@|@figure, shape@
@susuk badan@|@bodily shape or figure@
@susul@|@to follow@
@susulan@|@follow-up@
@susun@|@pile, layer@
@susunan@|@arrangement@
@susup@|@to enter secretly, to infiltrate@
@susur@|@edge, fringe, margin, border@
@susut@|@to decrease, to shrink@
@sutera@|@silk@
@sutradara@|@director of a play or film@
@swasta@|@private (not public)@
@Syaaban@|@eighth month of the Muslim calendar@
@syabas@|@well done, good@
@syah@|@ruler@
@syahbandar@|@harbour-master@
@syahdan@|@meanwhile, then, furthermore, moreover@
@syahid@|@martyr@
@syair@|@poet@
@syair@|@poem@
@syaitan@|@satan, the devil@
@syak@|@suspicion@
@syarah@|@to lecture@
@syarahan@|@a lecture@
@syarat@|@condition@
@syarat@|@condition, requirement, prerequisite@
@syariah@|@Islamic law@
@syarikat@|@company, corporation@
@syarikat@|@company@
@Syawal@|@tenth month of the Muslim calendar@
@syirik@|@polytheism@
@syok@|@attractive, appealing, pleasant@
@syor@|@suggestion, recommendation@
@syukur@|@thanks, gratitude@
@syurga@|@heaven@
@syurga@|@heaven, paradise@
@taat@|@obedient, faithful, loyal@
@tabah@|@determined, persevering@
@tabal@|@to install, to inaugurate@
@tabiat@|@habit, behaviour@
@tabii@|@natural, inborn@
@tabik@|@a salute@
@tabir@|@curtain, screen@
@tabuh@|@a mosque drum@
@tabung@|@money-box, fund, tube@
@tabung uji@|@test tube@
@tabungan@|@savings@
@tabur@|@to scatter, to disseminate@
@tadah@|@to receive with both palms@
@tadahan@|@catchment@
@tadbir@|@administrative@
@tadi@|@just now@
@tadika@|@kindergarten@
@tafakur@|@meditation@
@tafsir@|@interpretation@
@tagak@|@durable, lasting, to hesitate, to dilly-dall@
@tagih@|@to crave for, addictive@
@tahan@|@to endure, to last, to tolerate@
@tahan api@|@fireproof@
@tahan lasak@|@hardy@
@tahan uji@|@endurance test@
@tahanan@|@detention@
@tahap@|@level, stage@
@tahi@|@dung@
@tahi arak@|@an alcoholic@
@tahi judi@|@a gambler@
@tahi mata@|@eye discharge@
@tahi telinga@|@ear wax@
@tahniah@|@congratulations@
@tahu@|@to know, soya@
@tahu@|@know@
@tahu-tahu@|@without being aware of@
@tahun@|@year@
@tahun baru@|@new year@
@tahun baru cina@|@Chinese new year@
@tahunan@|@annual@
@tahyul@|@superstition@
@taja@|@to sponsor@
@tajaan@|@sponsorship@
@tajak@|@a hoe@
@tajam@|@sharp@
@tajuk@|@chapter@
@tajuk@|@title@
@tak@|@no, not (abbreviation of tidak)@
@takabur@|@proud, arrogant@
@takal@|@pulley@
@takar@|@glass or porcelain jar@
@takat@|@extreme degree or limit@
@takdir@|@destiny, fate@
@takhta@|@throne@
@takik@|@notch, indentation@
@takjub@|@astonished, amazed@
@takkan@|@impossible, can't, won't@
@taklimat@|@briefing@
@takluk@|@to subject, to subdue, to subjugate@
@takrif@|@definition, description@
@taksir@|@to assess, to evaluate, to appraise@
@taksiran@|@assessment, estimate, evaluation@
@takung@|@stagnant@
@takungan@|@reservoir@
@takut@|@afraid@
@takwim@|@almanac, calendar@
@takziah@|@condolence@
@takzim@|@high respect@
@tala@|@tune, pitch (in music), padlock@
@talak@|@divorce@
@talam@|@tray@
@tali@|@rope@
@tali@|@string, rope@
@tali leher@|@tie (clothing)@
@tali pinggang@|@belt@
@talian@|@a line (of telephone)@
@talu@|@to flog, to wallop@
@tamadun@|@civilization, civilized@
@tamak@|@greedy@
@taman@|@park, garden@
@taman bunga@|@botanical garden@
@tamar@|@date (fruit)@
@tamat@|@finish@
@tamat@|@finished, ended, terminated@
@tambah@|@to add, to increase@
@tambahan@|@addition, an increase, additional@
@tambak@|@embankment, dyke@
@tambang@|@fare@
@tambang@|@fare (for transport)@
@tambat@|@to tie up, to moor@
@tambatan@|@connection, mooring buoy@
@tampak@|@visible@
@tampaknya@|@apparently, obviously@
@tampal@|@to patch, to plaster@
@tampalan@|@a patch, a plaster, a poultice@
@tampan@|@handsome, smart-looking, to stop something m@
@tampar@|@to slap@
@tamparan@|@a slap@
@tampi@|@to winnow or sift@
@tampil@|@to appear, to come forward@
@tampuk@|@calyx@
@tampung@|@to bear, to endure, a patch@
@tamsil@|@parable, analogy@
@tamsilan@|@comparison@
@tamu@|@guest@
@tanah@|@soil, land, ground@
@tanah@|@land@
@tanah gambut@|@peat@
@tanah gembur@|@loam@
@tanah jajahan@|@colony@
@tanah liat@|@clay@
@tanah pamah@|@plains@
@tanah tumpah darah@|@motherland@
@tanahair@|@motherland@
@tanak@|@to cook rice@
@tanam@|@to plant@
@tanam-tanaman@|@all kinds of plants@
@tanaman@|@plants@
@tanda@|@sign, mark, symbol@
@tanda@|@sign@
@tandan@|@bunch, cluster (of bananas, etc.)@
@tandang@|@visit@
@tandas@|@toilet, latrine@
@tandas@|@toilet@
@tandatangan@|@signature@
@tanding@|@to compete@
@tandu@|@stretcher@
@tanduan@|@palanquin@
@tanduk@|@horn@
@tangan@|@hand@
@tangga@|@ladder, stairs, a scale@
@tangga@|@stairs@
@tanggal@|@to drop off, to take off, date (of calendar)@
@tanggap@|@to listen carefully@
@tanggapan@|@response, reaction, notion, idea@
@tangguh@|@postpone@
@tangguk@|@a small fishing net@
@tanggung@|@to bear, to be responsible, inadequate@
@tanggungan@|@responsibility, obligation, surety@
@tanggungjawab@|@responsibility@
@tangis@|@to weep@
@tangisan@|@weeping, crying@
@tangkai@|@a stalk, a handle, a stem@
@tangkai jering@|@stingy@
@tangkal@|@an amulet, a talisman@
@tangkap@|@to catch@
@tangkapan@|@a catch, the capture@
@tangkas@|@nimble, agile@
@tangkis@|@to ward off, to repulse, to repel@
@tanglung@|@lantern@
@tangsi@|@barracks@
@tani@|@farming@
@tanjak@|@head-dress, going obliquely upwards@
@tanjung@|@cape (land jutting out into the sea)@
@tanpa@|@without@
@tanya@|@ask (a question)@
@tanya@|@to ask, to enquire@
@tapa@|@hermitage@
@tapak@|@palm of the hand, sole of the foot, base, site@
@tapis@|@to filter, to sieve, to censor@
@tapisan@|@filtrate@
@tara@|@equal, par, even@
@taraf@|@standard, status, level@
@tarah@|@to plane wood@
@tari@|@to dance@
@tarian@|@a dance@
@tarik@|@to pull@
@tarik@|@pull@
@tarikh@|@date@
@tarikh@|@date (of the calendar)@
@taring@|@tusk, fang@
@taruh@|@put@
@taruh@|@stake, bet, to put, to place@
@tarung@|@to clash, to dispute, to quarrel@
@tasik@|@lake@
@tata@|@system, order@
@tataacara@|@agenda@
@tatabahasa@|@grammar@
@tatacara@|@procedure@
@tatah@|@inlaid work@
@tatahan@|@inlay@
@tatahukum@|@legal system@
@tatang@|@to carry in the palm of the hand@
@tatap@|@to observe intently, to scrutinize@
@tatapan@|@scrutiny@
@tatasusila@|@code of ethics@
@tatatertib@|@discipline@
@tatih@|@unsteady, wobbly, to toddle@
@tatkala@|@when@
@taubat@|@repentance, penitence@
@taufan@|@typhoon@
@tauge@|@bean sprout@
@tauhu@|@soyabean curd@
@tauke@|@Chinese business proprietor@
@taulan@|@friend@
@tauliah@|@letter of appointment, commission@
@taun@|@cholera@
@taup@|@united, connected, joined together@
@Taurat@|@Old Testament@
@taut@|@joined together, united (of wound)@
@tawa@|@laugh@
@tawan@|@to capture, to captivate, to conquer@
@tawanan@|@a prisoner, a captive@
@tawar@|@tasteless, to bargain@
@tawar hambar@|@tasteless@
@tawar hati@|@disheartened@
@tawar-menawar@|@to bargain, to haggle@
@tawaran@|@an offer@
@tawarikh@|@history, annals@
@tayang@|@to show, to display, to screen (a film)@
@tayangan@|@a show, a display, a screening@
@tebal@|@thick@
@tebal@|@thick, dense (of growth)@
@tebang@|@to fell (a tree), to cut down@
@tebar@|@scattered, to scatter (seeds), to cast (a net)@
@tebas@|@to clear the undergrowth@
@tebing@|@bank (of river)@
@tebu@|@sugar-cane@
@tebuan@|@hornet@
@tebuk@|@to pierce, to drill, to perforate@
@tebus@|@to recover or redeem by payment@
@tebusan@|@ransom, redemption@
@teduh@|@protection or shelter@
@tedung@|@cobra@
@tegah@|@to forbid, to prohibit@
@tegah@|@straight@
@tegahan@|@prohibition@
@tegak@|@upright, erect@
@tegang@|@taut, tight, tense@
@tegap@|@well-built, sturdy, firm@
@tegar@|@stubborn, obstinate@
@tegas@|@firm, well-defined, precise@
@tegasan@|@clarification@
@teguh@|@firm, secure, steady@
@teguk@|@a gulp@
@tegun@|@to stop suddenly@
@tegur@|@to greet, to accost, to criticize@
@teguran@|@criticism, greeting@
@teh@|@tea@
@teka@|@to guess@
@teka-teki@|@a riddle@
@tekaan@|@a guess@
@tekad@|@will-power, determination@
@tekak@|@throat@
@tekan@|@to press, to oppress, to ill-treat@
@tekanan@|@pressure, stress@
@tekanan darah@|@blood pressure@
@tekap@|@to trace, to cover@
@tekat@|@embroidery@
@teko@|@teapot@
@tekong@|@anchorman (in sports)@
@tekukur@|@large cuckoo-dove@
@tekun@|@diligent, hardworking, industrious@
@telaah@|@to study, to examine@
@teladan@|@example@
@telaga@|@well@
@telagah@|@to quarrel, to disagree@
@telah@|@already, have, did, has, to forecast@
@telah@|@already (auxiliary word for past tense)@
@telahan@|@prediction@
@telan@|@to swallow@
@telangkup@|@upside-down@
@telanjang@|@nude, naked@
@telap@|@permeable@
@telapak@|@palm of hand, sole of foot@
@telatah@|@behaviour@
@telekung@|@a white praying veil used by Muslim women@
@telentang@|@supine@
@telinga@|@ear@
@telingkah@|@to argue, to dispute, to quarrel@
@teliti@|@care, close attention, accuracy, precision@
@teluk@|@bay@
@telungkup@|@to lie prone@
@telunjuk@|@index finger@
@telur@|@egg@
@telur dadar@|@omelette@
@telur masin@|@salted egg@
@telut@|@to kneel@
@teman@|@companion, friend@
@temasya@|@a show or event (cultural, musical)@
@tembaga@|@copper@
@tembaga kuning@|@brass@
@tembaga merah@|@copper@
@tembaga perunggu@|@bronze@
@tembaga putih@|@pewter@
@tembak@|@to shoot@
@tembak-menembak@|@a shoot-out@
@tembakan@|@shooting@
@tembakau@|@tobacco@
@tembam@|@plump@
@tembelang@|@addled (of eggs)@
@temberang@|@to tell a lie, to brag@
@tembikai@|@watermelon@
@tembikar@|@porcelain, earthenware@
@tembok@|@wall, embankment@
@tembolok@|@crop, gizzard (of birds)@
@tembung@|@meet, encounter@
@tembuni@|@placenta, afterbirth@
@tembus@|@perforated, penetrable@
@tempa@|@to weld, to forge (metals)@
@tempah@|@to reserve, to book@
@tempahan@|@booking@
@tempang@|@lame, crippled@
@tempat@|@place@
@tempat@|@place, location@
@tempatan@|@local@
@tempayan@|@large earthen water-barrel@
@tempel@|@to stick, to paste, to glue@
@tempelak@|@to rebuke, to reproach, to censure@
@tempeleng@|@to slap on the face@
@tempiar@|@scattered@
@tempik@|@a short loud cheer@
@tempik-sorak@|@cheering@
@tempikan@|@loud shouting@
@tempoh@|@period of time@
@tempoyak@|@preserved durian@
@tempua@|@weaver bird@
@tempuh@|@to go or pass through@
@tempuling@|@harpoon@
@tempur@|@to clash@
@tempurung@|@coconut shell@
@temu@|@to meet, to find@
@temu duga@|@an interview@
@temu ramah@|@an interview@
@temujanji@|@appointment@
@tenaga@|@energy, power, strength@
@tenang@|@calm, quiet, still, composed@
@tenat@|@critically ill, exhausted@
@tendang@|@to kick@
@tendangan@|@a kick@
@tengadah@|@to look up@
@tengah@|@middle, centre@
@tengah hari@|@midday@
@tengah hari@|@afternoon@
@tenggala@|@a plough@
@Tenggara@|@South East@
@tenggara@|@south-east@
@tenggek@|@to squat, to crouch, to perch@
@tenggelam@|@to sink, to set (of sun)@
@tengger@|@to perch@
@tenggiling@|@armadillo@
@tengik@|@rancid (of oil)@
@tengkar@|@to quarrel@
@tengking@|@to snarl@
@tengkingan@|@a snarl@
@tengkolok@|@head-dress@
@tengkorak@|@skull@
@tengku@|@a Malay prince or princess@
@tengkuk@|@nape of neck@
@tengok@|@to see, to consider@
@tengokkan@|@to see@
@tentang@|@about@
@tentang@|@about, regarding@
@tentangan@|@objection, opposition, resistance@
@tentera@|@army, military, troops@
@tenteram@|@calm, peaceful, tranquil, quiet@
@tentu@|@sure@
@tentu@|@sure, certain, definite@
@tenun@|@to weave@
@tenung@|@to forecast, to gaze fixedly@
@tenungan@|@prediction@
@tenusu@|@dairy@
@tepak@|@a metal box@
@tepat@|@exact, precise@
@tepi@|@side, edge@
@tepis@|@to push aside@
@tepu@|@brimful, full@
@tepuk@|@to clap@
@tepukan gemuruh@|@loud applause@
@tepung@|@flour@
@tera@|@stamp, official seal@
@teradat@|@has become a custom@
@teragak-agak@|@to hesitate, to be undecided@
@terajang@|@to kick and trample@
@teraju@|@weighing scales@
@terakhir@|@last one@
@terampai@|@hung to air or dry@
@terancam@|@threatened@
@terang@|@bright, clear@
@terang-benderang@|@very bright@
@terang-terang@|@clearly, frankly@
@terangan-angan@|@to constantly wish for@
@terangguk-angguk@|@to keep nodding@
@terap@|@to apply, mould (for cakes)@
@terapung@|@floating or drifting about@
@teras@|@core, essence@
@terasing@|@isolated, separated@
@teratai@|@lotus@
@teratai kecil@|@blue water-lily@
@teratak@|@a small hut@
@teratas@|@the highest@
@teratur@|@orderly, arranged@
@terbabas@|@driven out of its course, driven away from@
@terbahagi@|@divided@
@terbahak-bahak@|@to laugh loud and long@
@terbaik@|@the best@
@terbakar@|@on fire, burnt@
@terbang@|@to fly@
@terbantut@|@stunted@
@terbanyak@|@the most@
@terbaring@|@in a recumbent position@
@terbatas@|@limited, restricted@
@terbatuk-batuk@|@to cough uncontrollably@
@terbau@|@got the smell@
@terbawa@|@taken unintentionally@
@terbawa-bawa@|@to be involved, to be influenced@
@terbayang@|@reflected, pictured@
@terbayangkan@|@imagined, reflected@
@terbelah@|@apart, separated@
@terbelenggu@|@handcuffed, shackled@
@terbeli@|@able to buy@
@terbeliak@|@wide open@
@terbelit@|@coiled, twined@
@terbenam@|@immersed in water, embedded@
@terbengkalai@|@unfinished@
@terbentuk@|@formed, established@
@terberak@|@to defecate@
@terbiar@|@neglected, ignored@
@terbilang@|@counted, included, famous@
@terbit@|@to rise, to emerge, to appear@
@terbitan@|@publication, issue, edition@
@terbongkar@|@forced open, exposed@
@terbuai-buai@|@swinging, swaying, rocking@
@terbuang@|@discarded@
@terbujur@|@stretched out lengthwise@
@terbuka@|@not covered, unlimited, public@
@terbukti@|@proven@
@terbunuh@|@killed@
@terburu-buru@|@in great haste@
@tercabut@|@has been pulled out@
@tercacak@|@upright or erect@
@tercalar@|@injured by being scratched@
@tercampur@|@mixed, blended@
@tercangkuk@|@hooked@
@tercantum@|@joined together@
@tercapai@|@achieved@
@tercapik-capik@|@limping@
@tercari-cari@|@looking for, searching@
@tercedera@|@injured, wounded@
@tercegat@|@stand erect or upright@
@tercekik@|@choking, to be choked@
@tercela@|@despicable@
@tercemar@|@contaminated, polluted@
@tercengang-cengang@|@amazed@
@tercerai@|@separated, scattered@
@tercicir@|@left behind, dropped out, lagged behind@
@tercinta@|@loved@
@tercipta@|@created, composed@
@tercium@|@kissed accidentally, sniffed, smelt@
@tercucuk@|@pricked, pierced, stabbed@
@tercungap@|@panting@
@tercungap-cungap@|@panting@
@terdahulu@|@earlier@
@terdaki@|@to manage to climb@
@terdampar@|@washed ashore, stranded@
@terdapat@|@found, discovered@
@terdaya@|@capable of@
@terdedah@|@exposed@
@terdekat@|@nearest@
@terdepan@|@foremost@
@terdesak@|@desperate@
@terdetik@|@ticking@
@terdiam@|@become speechless or silent@
@terdidik@|@educated, well brought up@
@terdiri@|@to consist of@
@terdorong@|@motivated@
@terduduk@|@to flop down@
@terfikir@|@remembered@
@tergadai@|@mortgaged, pawned@
@tergagap@|@stammering@
@tergamak@|@willing, able@
@tergamam@|@nervous, stunned@
@tergambar@|@depicted, reflected@
@terganggu@|@disturbed, mentally or emotionally unstable@
@tergantung@|@hanging@
@tergaru-garu@|@scratching repeatedly@
@tergelak@|@laugh unintentionally@
@tergeliat@|@sprained@
@tergelimpang@|@sprawled@
@tergelincir@|@slipped, skidded@
@tergempar@|@urgent@
@tergendala@|@disrupted, interrupted@
@tergerak@|@shifted, moved suddenly@
@tergesa-gesa@|@hurried@
@tergesel@|@rubbed against@
@tergigit@|@bitten accidentally@
@tergocoh-gocoh@|@hastily, hurriedly@
@tergoda@|@seduced, enticed@
@tergolong@|@relevant@
@tergopoh-gapah@|@in a hurry@
@tergores@|@scratched@
@tergugat@|@threatened, jeopardised, to be at stake@
@terhablur@|@in a crystallised state@
@terhad@|@limited@
@terhadap@|@about, toward@
@terhantuk@|@to knock or collide accidentally@
@terhapus@|@eradicated, abolished@
@terharu@|@upset, grieved@
@terhempas@|@thrown, tossed@
@terhendap-hendap@|@to lurk, to be latent@
@terhenti@|@stopped@
@terhenyak@|@sit down suddenly@
@terhibur@|@entertained@
@terhimpit@|@squeezed, crushed, pressed@
@terhina@|@scorned@
@terhincut-hincut@|@limping@
@terhindar@|@averted@
@terhiris@|@be offended, be hurt, be touched emotionally@
@terhormat@|@respected@
@terhuyung-hayang@|@to stagger@
@teriak@|@a loud cry or shout@
@terik@|@tight, excessive, unbearable@
@terikut-ikut@|@imitating@
